vehicle_id,registration_number,vehicle_type,make,model,manufacturing_year,color,owner_person_id,owner_organization_id,registration_date,status,source_id,confidence_score,created_at,updated_at
V00488,MP76GH7307,Auto Rickshaw,Honda,Pulsar,2015,Blue,P00550,,2024-09-22,Active,SRC024,0.98,2025-05-19 19:49:06,2024-04-26 15:30:35
V00489,GJ89JK2946,SUV,Mahindra,Nexon,2015,White,P03292,,2024-07-26,Flagged,SRC016,0.83,2024-02-14 07:26:38,2025-03-05 15:19:38
V00490,MP45AB9384,Motorcycle,Maruti Suzuki,Swift,2022,Grey,P03015,,2025-02-04,Active,SRC026,0.98,2025-05-14 14:45:27,2024-08-15 09:07:51
V00491,DL64AB4272,SUV,Mahindra,City,2021,Black,,O0002,2020-01-13,Active,SRC009,0.83,2025-04-21 15:41:01,2024-10-19 18:53:08
V00492,KA46GH1969,Auto Rickshaw,Mahindra,Pulsar,2019,Blue,P03650,,2022-07-30,Inactive,SRC019,0.84,2024-12-31 05:46:06,2026-05-13 23:27:11
V00493,KA24GH3574,Truck,Maruti Suzuki,City,2025,Grey,P02018,,2022-04-23,Flagged,SRC019,0.98,2024-06-02 15:42:57,2025-04-26 08:41:59
V00494,UP10AB8168,Motorcycle,Hyundai,Scorpio,2021,White,P03098,,2022-08-28,Active,SRC023,0.88,2024-10-17 09:56:09,2025-02-17 14:00:30
V00495,MP50GH3963,Van,Maruti Suzuki,Nexon,2016,Red,P02004,,2026-04-10,Inactive,SRC003,0.81,2024-10-21 04:38:38,2025-11-03 18:52:24
V00496,MP03JK4382,Car,Mahindra,Nexon,2014,Blue,P00664,,2019-12-08,Active,SRC010,0.93,2025-06-13 00:43:43,2024-12-07 06:53:59
V00497,DL31JK5181,Car,Toyota,Scorpio,2015,Red,P03430,,2018-07-18,Active,SRC023,0.97,2025-01-08 00:35:56,2025-02-13 16:25:33
V00498,MP62CD2305,Motorcycle,Hero,Nexon,2023,Blue,P00942,,2026-01-17,Flagged,SRC016,0.96,2024-03-16 13:35:08,2025-04-23 05:01:26
V00499,RJ10CD1669,SUV,Tata,Scorpio,2022,Grey,P03809,,2020-08-08,Flagged,SRC013,0.9,2025-08-17 19:38:35,2026-05-14 10:17:30
V00500,MP02GH8518,Truck,Bajaj,City,2016,Red,P02407,,2017-08-20,Inactive,SRC029,0.89,2025-04-10 18:39:28,2024-07-12 00:07:55
V00501,RJ68EF3444,SUV,Mahindra,Creta,2017,Blue,P03622,,2019-10-26,Inactive,SRC028,0.86,2024-11-29 10:12:15,2026-02-13 01:07:25
V00502,UP92GH5278,SUV,Toyota,Creta,2023,Silver,P00502,,2018-12-29,Inactive,SRC009,0.98,2025-07-08 21:07:08,2026-08-27 12:52:59
V00503,GJ33AB3870,SUV,Toyota,Innova,2015,White,P00841,,2021-06-23,Flagged,SRC017,0.92,2026-08-09 15:56:25,2025-10-17 21:10:17
V00504,RJ13AB9573,Auto Rickshaw,Hero,City,2022,Silver,P00424,,2019-04-29,Active,SRC003,0.86,2024-02-18 10:50:27,2024-07-08 00:46:49
V00505,UP96JK8100,SUV,Bajaj,Swift,2022,Red,P03220,,2019-02-08,Inactive,SRC022,0.83,2026-05-10 21:52:36,2024-02-09 05:41:19
V00506,RJ64GH6416,Motorcycle,Hyundai,Splendor,2020,Blue,P01028,,2020-07-07,Active,SRC012,0.84,2025-11-11 12:20:43,2026-07-02 09:02:52
V00507,MP92AB1189,Auto Rickshaw,Hyundai,Pulsar,2016,White,P02147,,2021-08-29,Flagged,SRC017,0.91,2024-03-07 08:33:25,2026-04-29 21:08:05
V00508,UP37GH4301,Car,Bajaj,Creta,2025,Silver,P01047,,2019-11-19,Flagged,SRC022,0.81,2024-07-02 09:29:26,2026-05-24 09:28:02
V00509,KA79AB9085,Car,Honda,City,2019,White,P00471,,2017-06-25,Flagged,SRC023,0.87,2024-01-11 07:52:49,2025-11-12 21:21:57
V00510,MH31AB7232,Auto Rickshaw,Bajaj,Creta,2023,White,P03574,,2025-03-29,Active,SRC016,0.92,2025-03-31 11:40:42,2024-04-23 23:18:49
V00511,UP38CD6244,Motorcycle,Honda,Pulsar,2021,White,P03925,,2016-12-28,Flagged,SRC007,0.81,2026-01-15 16:37:07,2024-08-17 18:20:57
V00512,KA38GH4256,Auto Rickshaw,Maruti Suzuki,Splendor,2019,Black,P03977,,2025-04-12,Inactive,SRC018,0.92,2025-05-15 00:50:29,2024-10-23 08:25:29
V00513,KA35CD6397,Auto Rickshaw,Toyota,Creta,2017,Black,P00664,,2016-11-22,Active,SRC003,0.97,2025-04-07 15:18:17,2025-01-25 08:27:59
V00514,DL48EF4217,Motorcycle,Mahindra,Nexon,2018,Grey,,O0381,2016-09-21,Flagged,SRC008,0.87,2025-06-15 19:36:17,2024-04-22 04:39:37
V00515,RJ71JK4197,Auto Rickshaw,Hero,Splendor,2021,Black,P02528,,2023-08-18,Active,SRC010,0.84,2024-05-20 07:51:28,2025-02-01 09:15:36
V00516,UP16JK9401,Truck,Honda,Nexon,2021,White,P02039,,2016-10-16,Flagged,SRC013,0.94,2026-03-27 05:41:31,2025-06-22 17:04:27
V00517,GJ46EF4571,Truck,Tata,City,2014,Black,P01705,,2023-09-08,Inactive,SRC016,0.88,2024-11-25 11:11:10,2025-11-15 11:13:59
V00518,KA48EF6017,Car,Bajaj,Pulsar,2022,Blue,P01228,,2022-07-25,Flagged,SRC024,0.86,2025-12-21 16:05:30,2024-12-23 04:15:54
V00519,DL25GH4804,Car,Maruti Suzuki,Creta,2015,Red,P00662,,2021-11-02,Flagged,SRC027,0.9,2025-03-01 13:16:55,2025-03-14 03:47:09
V00520,MH73JK4098,Auto Rickshaw,Maruti Suzuki,Nexon,2014,Red,P02666,,2020-07-20,Active,SRC026,0.87,2026-05-09 11:26:28,2026-08-10 06:46:21
V00521,GJ58CD4325,Truck,Bajaj,Creta,2020,Red,P02650,,2022-05-19,Active,SRC003,0.9,2024-11-20 12:56:02,2024-07-28 02:09:50
V00522,MP32GH5435,Car,Bajaj,Innova,2022,White,P02383,,2024-03-02,Inactive,SRC024,0.97,2025-06-29 07:35:40,2026-02-14 01:50:04
V00523,MP38GH8992,Motorcycle,Toyota,Swift,2017,White,P01272,,2022-01-06,Flagged,SRC026,0.9,2024-05-13 19:35:47,2026-02-17 18:30:56
V00524,GJ09GH4665,Motorcycle,Tata,Innova,2019,Grey,P03406,,2022-12-31,Active,SRC027,0.98,2024-05-10 12:25:14,2025-03-21 16:56:35
V00525,UP85AB4010,Motorcycle,Toyota,Nexon,2025,White,P03382,,2020-11-16,Inactive,SRC021,0.91,2025-11-12 07:51:06,2026-03-05 11:37:41
V00526,MP16JK3856,Truck,Hyundai,Scorpio,2014,Red,P03646,,2025-06-24,Inactive,SRC003,0.8,2025-10-31 16:31:31,2025-06-06 18:17:59
V00527,MP46JK2434,SUV,Hero,Pulsar,2024,White,P02501,,2024-03-14,Flagged,SRC011,0.87,2024-06-16 05:48:40,2025-11-23 03:25:49
V00528,MH05JK5187,Van,Hero,Pulsar,2022,Blue,P03697,,2023-12-25,Inactive,SRC024,0.85,2026-03-20 22:21:31,2025-01-09 10:36:10
V00529,RJ36EF9290,Motorcycle,Toyota,City,2020,Black,P02635,,2024-02-04,Inactive,SRC007,0.85,2024-01-21 05:35:30,2025-12-06 23:51:51
V00530,MH94AB5463,Van,Hyundai,Pulsar,2024,Grey,,O0022,2020-02-01,Active,SRC008,0.85,2025-09-22 03:56:28,2025-11-17 02:10:00
V00531,MH96AB2980,Motorcycle,Hyundai,City,2014,White,P01500,,2025-07-13,Active,SRC003,0.83,2024-12-06 02:43:09,2025-03-21 17:36:57
V00532,RJ85JK2672,Truck,Hero,City,2015,Silver,P00212,,2023-06-11,Inactive,SRC012,0.88,2025-08-16 23:30:11,2025-03-24 16:58:40
V00533,RJ06GH1609,Auto Rickshaw,Honda,Scorpio,2024,Red,P00969,,2026-05-20,Inactive,SRC007,0.95,2024-10-05 21:05:05,2025-02-12 09:12:36
V00534,MP33CD7123,Motorcycle,Toyota,Innova,2025,Silver,P01505,,2023-05-29,Inactive,SRC024,0.83,2026-08-22 13:39:07,2026-03-30 01:18:44
V00535,KA39GH7628,Van,Maruti Suzuki,Swift,2023,Grey,P02194,,2022-04-24,Inactive,SRC026,0.97,2025-12-31 22:34:47,2024-08-30 00:27:01
V00536,DL12CD7235,Car,Mahindra,Innova,2022,White,P00006,,2025-08-02,Inactive,SRC004,0.86,2025-09-26 22:21:58,2024-12-03 19:02:46
V00537,GJ80EF1929,Car,Honda,Pulsar,2019,Grey,P03557,,2018-09-06,Active,SRC018,0.85,2026-01-01 06:15:42,2025-06-20 03:38:16
V00538,KA35JK6142,Van,Hero,Splendor,2019,Silver,P01110,,2021-02-09,Inactive,SRC030,0.97,2026-08-14 13:56:24,2025-08-30 06:42:13
V00539,GJ03AB2341,Auto Rickshaw,Toyota,Nexon,2016,Blue,P01008,,2020-05-26,Active,SRC029,0.86,2024-08-12 08:43:42,2025-02-17 08:37:59
V00540,MP62GH3703,Truck,Honda,Nexon,2014,White,P01464,,2023-09-18,Active,SRC024,0.82,2025-03-16 09:38:05,2025-12-16 11:22:33
V00541,MP76EF4645,SUV,Tata,Nexon,2014,Blue,P00760,,2021-02-19,Active,SRC010,0.98,2024-09-30 19:18:57,2024-01-04 23:09:19
V00542,DL71EF8589,Van,Hero,Scorpio,2018,White,,O0345,2018-12-21,Flagged,SRC023,0.85,2024-08-04 06:15:32,2024-11-24 10:01:26
V00543,MP92GH4701,SUV,Hero,Creta,2024,Black,P00852,,2023-08-09,Inactive,SRC024,0.81,2025-04-23 22:50:43,2025-03-22 13:28:33
V00544,DL64JK6895,Motorcycle,Toyota,Nexon,2019,Blue,P01041,,2026-07-27,Inactive,SRC028,0.85,2026-05-29 06:57:48,2026-08-06 07:41:04
V00545,KA80JK6579,Car,Toyota,City,2015,Silver,P02603,,2017-08-21,Active,SRC014,0.98,2026-04-20 05:29:24,2026-03-03 05:27:20
V00546,RJ17EF4854,Car,Honda,Pulsar,2025,White,P02243,,2018-06-22,Inactive,SRC028,0.85,2026-05-09 13:46:39,2024-03-01 18:19:59
V00547,GJ39CD6943,Auto Rickshaw,Maruti Suzuki,Pulsar,2023,Black,P03860,,2022-12-16,Active,SRC025,0.89,2026-03-31 03:06:08,2026-01-14 11:49:57
V00548,KA07AB6347,SUV,Maruti Suzuki,Swift,2020,Black,P02351,,2020-03-18,Flagged,SRC011,0.9,2025-07-25 06:49:18,2025-10-09 04:21:19
V00549,MP81EF3963,Truck,Bajaj,Innova,2017,Grey,P01423,,2024-03-07,Active,SRC028,0.96,2025-09-16 02:30:03,2024-08-03 03:11:00
V00550,KA65AB6801,Van,Mahindra,Innova,2014,Silver,P01684,,2020-05-03,Active,SRC027,0.9,2024-05-22 16:12:22,2024-08-03 09:12:15
V00551,MH59EF6943,SUV,Hero,Swift,2015,Silver,P00124,,2025-02-05,Active,SRC029,0.97,2025-11-24 08:02:46,2025-09-04 23:40:45
V00552,KA26GH5008,Van,Mahindra,City,2014,Black,P00985,,2022-11-11,Active,SRC004,0.81,2026-07-30 04:11:18,2026-01-05 18:29:03
V00553,DL67AB5713,Van,Maruti Suzuki,Pulsar,2019,Black,P03082,,2017-08-11,Inactive,SRC021,0.91,2024-05-21 14:23:07,2026-02-25 01:59:23
V00554,RJ56CD6077,Truck,Hyundai,Pulsar,2020,White,P01733,,2019-03-10,Inactive,SRC024,0.86,2026-07-18 09:30:57,2024-04-16 09:44:39
V00555,UP93JK1654,SUV,Toyota,Innova,2024,Silver,P00779,,2022-09-10,Active,SRC014,0.99,2024-12-24 08:35:06,2025-10-29 09:50:03
V00556,MP77CD2209,Auto Rickshaw,Tata,Creta,2025,White,P00791,,2024-07-11,Flagged,SRC004,0.82,2025-11-28 14:26:38,2024-12-04 16:54:46
V00557,MH70GH8721,Motorcycle,Maruti Suzuki,Swift,2021,Red,,O0021,2025-06-09,Inactive,SRC026,0.98,2024-05-19 16:50:07,2024-06-05 01:39:55
V00558,DL13JK7601,Truck,Hero,Swift,2025,Grey,P03366,,2022-09-18,Inactive,SRC014,0.9,2024-03-06 00:41:21,2025-12-19 02:23:07
V00559,MH26AB8103,SUV,Maruti Suzuki,Scorpio,2017,Blue,P03814,,2017-10-20,Active,SRC022,0.83,2026-04-14 05:13:47,2026-01-25 10:16:54
V00560,DL96AB2770,SUV,Maruti Suzuki,Innova,2018,Black,P01202,,2023-07-11,Flagged,SRC008,0.85,2026-02-11 22:47:02,2026-06-15 00:59:09
V00561,DL67EF8838,Auto Rickshaw,Mahindra,City,2017,Blue,,O0265,2024-09-27,Inactive,SRC027,0.84,2026-03-05 10:46:54,2024-05-23 10:36:56
V00562,KA67AB2480,SUV,Mahindra,Innova,2022,Silver,P01506,,2021-08-10,Flagged,SRC014,0.83,2026-03-10 18:27:39,2025-12-25 22:25:35
V00563,MH29AB3660,Car,Hyundai,Nexon,2020,Red,P00838,,2021-01-05,Flagged,SRC029,0.96,2026-08-30 00:06:47,2025-06-05 04:02:20
V00564,RJ30JK6813,SUV,Toyota,Innova,2019,White,P00453,,2017-12-01,Inactive,SRC004,0.92,2025-01-29 23:58:02,2025-05-28 02:05:16
V00565,RJ87GH2502,SUV,Tata,Pulsar,2020,Black,P02884,,2019-03-27,Inactive,SRC010,0.84,2026-04-03 06:22:19,2024-12-14 00:43:55
V00566,KA01EF2471,Car,Maruti Suzuki,Swift,2014,Red,P03122,,2026-03-07,Active,SRC021,0.96,2025-03-08 23:01:43,2025-07-20 01:40:22
V00567,MP26EF8808,SUV,Toyota,Pulsar,2018,Black,,O0317,2022-07-21,Inactive,SRC005,0.89,2025-12-31 02:31:12,2026-08-23 07:45:59
V00568,RJ63JK2149,Car,Toyota,Scorpio,2021,Black,P00370,,2019-01-10,Inactive,SRC014,0.87,2025-06-22 02:09:59,2026-04-05 20:42:19
V00569,RJ26EF4137,SUV,Hyundai,Swift,2014,White,P00854,,2020-03-21,Active,SRC006,0.85,2025-06-20 17:24:42,2024-11-29 15:01:27
V00570,MP17GH8572,Van,Maruti Suzuki,Pulsar,2020,Black,P03237,,2016-09-22,Inactive,SRC022,0.91,2025-12-04 22:24:58,2026-06-12 08:22:06
V00571,DL61EF5887,Car,Hyundai,Nexon,2025,Blue,,O0242,2020-02-24,Inactive,SRC017,0.85,2025-06-08 22:13:58,2024-11-03 12:28:04
V00572,KA23GH5153,Auto Rickshaw,Tata,Creta,2025,Blue,P03985,,2022-02-06,Inactive,SRC002,0.93,2024-01-19 17:41:56,2024-05-02 09:06:26
V00573,RJ72JK2413,Motorcycle,Bajaj,Splendor,2015,Grey,,O0441,2023-05-23,Active,SRC021,0.88,2024-10-08 16:57:30,2026-08-03 12:05:47
V00574,DL86JK2234,Auto Rickshaw,Tata,Pulsar,2017,Red,,O0389,2026-08-04,Flagged,SRC023,0.95,2026-04-14 14:52:36,2026-05-31 15:31:10
V00575,GJ12EF6741,Auto Rickshaw,Toyota,Swift,2023,Grey,P02435,,2021-11-05,Active,SRC028,0.95,2026-03-16 22:13:25,2026-08-29 00:10:53
V00576,DL67GH1760,Motorcycle,Tata,City,2016,Blue,P00189,,2020-11-22,Flagged,SRC012,0.94,2025-07-13 02:55:53,2024-08-15 17:28:05
V00577,DL58CD5549,SUV,Honda,Pulsar,2017,Red,P01197,,2025-06-09,Inactive,SRC013,0.85,2025-05-16 23:53:08,2025-01-17 19:14:36
V00578,UP44JK2986,Motorcycle,Hyundai,Creta,2014,White,P01776,,2018-01-03,Inactive,SRC005,0.96,2024-07-27 23:34:11,2026-08-20 05:52:06
V00579,KA68AB6752,Truck,Toyota,Creta,2016,Black,P03539,,2026-01-27,Inactive,SRC026,0.99,2024-03-14 03:08:11,2026-03-22 04:08:14
V00580,RJ05JK3835,Motorcycle,Tata,Scorpio,2019,White,P01687,,2016-09-19,Active,SRC008,0.92,2026-08-15 13:25:52,2024-04-28 17:25:50
V00581,MH42EF5688,SUV,Hero,Swift,2017,White,P00677,,2022-06-09,Inactive,SRC013,0.9,2024-07-30 20:29:00,2026-07-17 22:13:53
V00582,UP12CD3594,SUV,Hero,Swift,2021,Black,P03353,,2025-07-22,Active,SRC017,0.82,2025-08-10 01:18:31,2024-07-07 10:27:21
V00583,MH57EF8179,SUV,Toyota,City,2019,Red,P00740,,2021-04-20,Active,SRC015,0.94,2024-02-28 04:48:10,2024-12-13 22:21:57
V00584,MH01AB7659,SUV,Honda,Splendor,2020,Silver,P02627,,2021-05-12,Inactive,SRC017,0.82,2026-06-28 19:08:59,2026-03-01 17:41:26
V00585,DL10GH7405,SUV,Toyota,Creta,2021,Black,P03018,,2023-03-12,Flagged,SRC013,0.85,2025-05-30 20:24:18,2025-07-23 12:00:28
V00586,RJ07AB8867,Car,Honda,Splendor,2016,Black,P00888,,2019-03-31,Flagged,SRC005,0.92,2024-03-08 01:05:11,2025-04-25 19:48:44
V00587,UP37EF4283,Car,Bajaj,Innova,2015,Grey,,O0354,2025-12-06,Inactive,SRC026,0.86,2026-07-02 09:58:52,2026-08-15 13:33:05
V00588,KA02EF5392,Car,Maruti Suzuki,Innova,2025,Black,P02242,,2020-11-17,Flagged,SRC024,0.95,2025-08-21 15:16:21,2026-07-12 15:12:09
V00589,DL35CD1311,Van,Bajaj,Creta,2025,Blue,P02717,,2025-11-05,Flagged,SRC002,0.96,2025-10-15 15:01:37,2026-07-28 10:50:41
V00590,DL76GH6392,Auto Rickshaw,Hyundai,Scorpio,2015,White,P02421,,2017-11-18,Flagged,SRC029,0.89,2024-06-07 19:46:04,2024-03-27 00:31:32
V00591,DL59JK2253,SUV,Hero,City,2025,Blue,,O0340,2019-11-07,Flagged,SRC004,0.88,2024-06-06 05:56:01,2026-05-08 09:36:36
V00592,GJ56GH1804,Auto Rickshaw,Bajaj,Pulsar,2021,Blue,P01736,,2025-08-21,Flagged,SRC011,0.82,2025-04-08 14:31:07,2024-04-07 11:18:01
V00593,MP26JK7023,Motorcycle,Toyota,Splendor,2023,Silver,P00729,,2024-10-16,Active,SRC003,0.97,2025-06-28 21:13:58,2026-07-25 02:04:17
V00594,GJ90AB7024,Car,Bajaj,Innova,2015,White,P03768,,2021-04-09,Flagged,SRC018,0.92,2024-09-21 08:18:14,2026-01-18 17:17:11
V00595,UP99GH9766,Van,Mahindra,City,2022,White,P02779,,2021-06-28,Flagged,SRC025,0.86,2024-06-03 16:10:17,2025-09-07 06:20:41
V00596,RJ53GH7135,Van,Hyundai,Pulsar,2023,Silver,P02519,,2023-01-26,Inactive,SRC001,0.83,2026-08-11 04:37:12,2026-03-29 02:16:26
V00597,MH98EF4020,Auto Rickshaw,Bajaj,Scorpio,2023,Red,P03203,,2025-09-17,Flagged,SRC013,0.91,2026-04-09 02:26:07,2026-06-15 16:07:23
V00598,MH82JK6786,Van,Maruti Suzuki,Swift,2015,Grey,P00390,,2019-12-25,Flagged,SRC010,0.87,2024-08-03 09:23:39,2024-01-10 13:12:42
V00599,KA35AB3853,Motorcycle,Hero,Scorpio,2014,Black,P00690,,2024-05-15,Flagged,SRC004,0.97,2025-11-14 15:44:52,2026-07-16 08:29:11
V00600,UP07EF1042,Truck,Bajaj,Nexon,2025,Grey,P01608,,2017-06-14,Active,SRC029,0.91,2026-03-06 12:18:46,2025-08-09 01:30:49
V00601,UP73EF4326,Van,Bajaj,Nexon,2015,White,P01432,,2023-01-03,Flagged,SRC019,0.9,2024-07-21 04:38:16,2024-02-17 06:44:33
V00602,KA57CD8199,Motorcycle,Maruti Suzuki,Pulsar,2020,Grey,P00743,,2023-03-31,Inactive,SRC009,0.97,2024-07-11 05:26:54,2024-08-14 19:11:55
V00603,DL64CD1271,Motorcycle,Hero,Innova,2024,Black,P01491,,2020-03-29,Inactive,SRC025,0.85,2024-10-01 16:32:54,2025-02-05 10:40:56
V00604,KA08JK9462,Motorcycle,Maruti Suzuki,Pulsar,2022,Black,,O0423,2018-10-01,Flagged,SRC009,0.9,2026-06-30 22:03:36,2026-05-30 07:32:54
V00605,MP36JK7877,Van,Tata,City,2016,Grey,,O0473,2025-01-06,Flagged,SRC020,0.95,2024-06-04 04:11:33,2024-02-16 00:18:55
V00606,MP55CD8405,Auto Rickshaw,Maruti Suzuki,Swift,2018,Grey,,O0480,2020-02-05,Active,SRC001,0.83,2025-12-29 11:54:16,2025-07-09 00:18:34
V00607,DL72CD4499,Truck,Hero,Splendor,2014,Blue,P03839,,2020-05-27,Inactive,SRC016,0.81,2024-09-17 09:47:19,2024-11-21 11:54:30
V00608,MH96EF3832,SUV,Honda,Scorpio,2015,White,P02735,,2016-10-16,Active,SRC020,0.91,2025-03-17 12:30:19,2025-07-13 02:39:40
V00609,MP28GH8729,Auto Rickshaw,Honda,Swift,2014,Blue,P00388,,2025-05-25,Active,SRC024,0.86,2025-06-11 06:39:26,2025-07-18 18:52:14
V00610,GJ19GH1392,Truck,Mahindra,Creta,2025,Blue,P03005,,2017-02-23,Active,SRC018,0.81,2025-07-22 07:18:04,2025-08-17 11:26:42
V00611,MP59AB5944,Truck,Mahindra,Swift,2019,Red,P00771,,2020-04-07,Inactive,SRC012,0.8,2025-07-28 00:14:59,2026-01-14 02:42:21
V00612,MH64EF9922,Auto Rickshaw,Bajaj,Innova,2022,White,,O0282,2017-04-28,Flagged,SRC016,0.85,2024-03-14 23:37:04,2024-06-14 10:19:08
V00613,UP39GH8198,SUV,Tata,Nexon,2017,Black,P02873,,2021-09-03,Flagged,SRC013,0.98,2026-03-11 09:45:56,2025-07-20 08:27:18
V00614,GJ02EF7677,SUV,Hero,Creta,2025,Red,P03346,,2024-12-04,Flagged,SRC026,0.89,2026-02-12 07:54:45,2024-02-08 22:21:35
V00615,UP70JK5889,Car,Bajaj,Pulsar,2015,Black,P01483,,2018-05-13,Inactive,SRC012,0.8,2024-10-10 09:16:04,2024-02-15 04:58:57
V00616,MP13CD5431,Auto Rickshaw,Hyundai,Creta,2015,Red,P02738,,2018-11-27,Inactive,SRC002,0.89,2024-11-26 23:54:01,2025-04-27 01:14:17
V00617,MP75GH3670,Van,Tata,Creta,2020,Blue,P00415,,2026-02-04,Inactive,SRC016,0.83,2024-03-25 06:39:08,2024-11-28 23:37:07
V00618,RJ25AB6111,Car,Maruti Suzuki,Nexon,2018,Silver,P00194,,2017-07-04,Active,SRC006,0.91,2025-12-02 01:10:50,2026-06-02 02:45:37
V00619,MP86EF8136,Truck,Bajaj,City,2016,Blue,P01217,,2023-03-30,Inactive,SRC024,0.82,2024-04-25 14:55:18,2024-03-17 18:26:21
V00620,UP36GH3252,Van,Mahindra,Creta,2022,Blue,,O0089,2022-02-09,Flagged,SRC016,0.81,2025-05-04 17:43:41,2026-07-17 12:11:58
V00621,GJ50CD1283,Motorcycle,Hero,City,2018,Red,,O0159,2018-09-02,Inactive,SRC016,0.81,2025-05-08 15:21:59,2024-04-30 21:14:24
V00622,RJ88GH4276,SUV,Tata,Creta,2018,Black,P02733,,2024-01-07,Active,SRC004,0.85,2026-08-07 23:44:08,2026-06-05 17:25:00
V00623,UP10CD8155,Auto Rickshaw,Bajaj,City,2023,Black,P02287,,2021-07-11,Flagged,SRC001,0.89,2026-08-07 21:07:41,2024-03-18 02:32:34
V00624,MH73EF3833,Van,Hyundai,Scorpio,2025,Silver,P03328,,2021-09-02,Active,SRC010,0.89,2026-06-07 05:09:54,2025-06-09 06:37:56
V00625,GJ86JK3190,Motorcycle,Tata,Innova,2025,Grey,P03686,,2019-03-11,Active,SRC014,0.94,2024-05-20 23:39:39,2024-04-15 07:56:36
V00626,MP36JK6899,Motorcycle,Honda,Creta,2018,Black,P03251,,2020-07-01,Flagged,SRC009,0.95,2024-07-27 04:49:50,2025-12-20 09:07:47
V00627,KA47GH6042,Van,Bajaj,Scorpio,2023,Grey,,O0366,2016-11-08,Active,SRC027,0.9,2025-06-17 00:53:46,2026-07-14 06:55:43
V00628,KA06GH4397,Motorcycle,Toyota,Splendor,2019,Red,P00572,,2020-02-12,Flagged,SRC020,0.94,2025-10-22 19:24:19,2025-09-03 18:15:01
V00629,RJ41GH8546,SUV,Bajaj,City,2020,Red,P02448,,2018-06-29,Inactive,SRC016,0.87,2024-06-20 15:46:56,2025-12-14 01:24:19
V00630,GJ74AB4600,SUV,Hyundai,Pulsar,2023,Red,,O0412,2025-05-13,Inactive,SRC030,0.8,2026-05-28 17:07:13,2026-06-15 09:02:37
V00631,MH21AB7934,Auto Rickshaw,Honda,Innova,2017,Red,P03190,,2025-03-18,Active,SRC028,0.93,2024-03-24 23:06:06,2026-02-24 12:00:52
V00632,KA82CD2965,SUV,Bajaj,Creta,2014,White,P01176,,2022-09-27,Inactive,SRC019,0.9,2024-07-21 06:48:12,2024-11-25 12:20:36
V00633,MP07EF9228,Car,Mahindra,Pulsar,2019,White,P02544,,2019-08-15,Inactive,SRC013,0.91,2025-12-01 22:03:46,2024-06-28 07:37:35
V00634,MP69CD8885,Van,Toyota,Scorpio,2023,Grey,P02729,,2021-02-06,Flagged,SRC025,0.81,2025-01-24 17:25:29,2025-06-17 09:27:41
V00635,MH98EF2494,Car,Maruti Suzuki,Splendor,2019,White,P02208,,2019-02-06,Flagged,SRC011,0.81,2025-05-26 20:42:56,2025-12-06 13:47:30
V00636,GJ35EF2839,Motorcycle,Bajaj,City,2014,Black,,O0109,2022-05-01,Flagged,SRC023,0.92,2026-04-02 01:30:24,2026-06-12 05:04:48
V00637,KA20AB6449,Truck,Toyota,Swift,2017,White,P03968,,2020-03-18,Active,SRC026,0.94,2025-07-22 12:02:31,2025-05-04 10:02:03
V00638,GJ74EF7035,Truck,Tata,City,2015,Blue,P01475,,2017-10-14,Flagged,SRC015,0.82,2026-01-11 10:51:14,2025-03-19 10:00:26
V00639,UP28GH1754,Car,Hyundai,Creta,2024,Grey,P01322,,2017-04-30,Active,SRC007,0.82,2024-09-27 16:54:43,2025-03-11 23:03:03
V00640,MH89EF4294,Truck,Mahindra,Pulsar,2015,Silver,P01020,,2025-04-04,Inactive,SRC027,0.93,2026-07-11 06:42:11,2026-06-23 08:03:06
V00641,DL20AB7855,SUV,Hyundai,City,2022,White,P01925,,2021-05-16,Active,SRC004,0.96,2024-07-03 13:10:37,2024-06-21 02:45:44
V00642,RJ71GH3912,Van,Hyundai,Creta,2021,Black,,O0460,2023-10-13,Inactive,SRC001,0.83,2024-04-11 10:33:56,2025-12-18 03:24:22
V00643,UP98EF6735,Car,Mahindra,Innova,2019,Red,P02233,,2025-02-28,Flagged,SRC020,0.88,2025-04-16 21:05:10,2024-08-29 11:02:10
V00644,MH86AB3487,Car,Mahindra,Creta,2025,Black,P00361,,2022-11-01,Inactive,SRC007,0.85,2025-10-28 02:19:01,2025-05-08 04:27:30
V00645,KA50CD2822,Motorcycle,Bajaj,Nexon,2015,Silver,P01555,,2023-10-01,Active,SRC019,0.85,2025-11-08 00:28:01,2024-08-05 17:07:27
V00646,UP50AB2259,SUV,Bajaj,Creta,2025,Black,,O0008,2026-06-29,Active,SRC011,0.94,2024-10-07 09:01:21,2025-01-05 12:01:25
V00647,DL37EF8401,SUV,Mahindra,Scorpio,2020,White,P02442,,2020-09-23,Active,SRC016,0.86,2024-04-21 05:40:25,2025-04-11 10:19:20
V00648,UP88CD7053,Motorcycle,Mahindra,Scorpio,2020,Blue,P00828,,2026-06-24,Inactive,SRC003,0.97,2025-07-04 12:42:12,2026-03-14 12:37:23
V00649,MP87AB8345,Auto Rickshaw,Toyota,Pulsar,2019,Blue,P02054,,2020-11-26,Active,SRC011,0.98,2024-05-29 04:41:11,2024-09-19 03:46:55
V00650,MH65GH7155,Car,Tata,Scorpio,2024,Silver,P03023,,2020-10-27,Flagged,SRC016,0.92,2025-07-12 07:14:32,2025-10-28 09:11:42
