transaction_id,source_account_id,target_account_id,transaction_type,amount,currency,timestamp,transaction_reference_hash,source_location_id,destination_location_id,channel,description,source_id,confidence_score,evidence_id,created_at
TX005754,A01183,A00586,PAYMENT,634073.38,INR,2026-02-17 16:08:57,REF47236285316,L02163,L00902,NEFT,Vendor payment,SRC012,0.89,EV03595,2025-10-21 13:29:18
TX005755,A00330,A01099,WITHDRAWAL,378704.34,INR,2025-06-06 08:23:05,REF15259367064,L02102,L02136,RTGS,Refund,SRC013,0.86,EV00563,2026-02-28 20:49:01
TX005756,A00340,A00946,WITHDRAWAL,264172.26,INR,2024-11-15 15:46:40,REF11667644089,L00363,L01611,ATM,Personal transfer,SRC028,0.88,EV00837,2024-02-12 16:49:33
TX005757,A01007,A00845,WITHDRAWAL,459633.95,INR,2024-12-22 18:15:39,REF87280247315,L02010,L01831,ATM,Cash deposit,SRC019,0.96,EV02652,2025-02-17 22:34:34
TX005758,A00049,A01052,CASH,678202.47,INR,2025-10-20 05:18:25,REF11450021796,L00337,L02246,CASH,Service payment,SRC012,0.98,EV01644,2024-09-18 23:59:53
TX005759,A00272,A00558,TRANSFER,190581.75,INR,2024-01-08 10:36:44,REF19300077621,L00781,L01144,UPI,Service payment,SRC030,0.98,EV02884,2024-12-08 10:39:41
TX005760,A00136,A00866,DEPOSIT,160548.09,INR,2024-04-20 10:50:49,REF20815099087,L02092,L01178,IMPS,Personal transfer,SRC023,0.95,EV01538,2024-05-17 02:41:53
TX005761,A00483,A00951,WITHDRAWAL,593427.75,INR,2025-06-19 05:04:18,REF57516522538,L02414,L01120,ATM,Personal transfer,SRC020,0.89,EV00270,2025-02-06 02:53:03
TX005762,A00360,A00386,PAYMENT,304397.09,INR,2025-09-18 07:37:32,REF64173416447,L00016,L00870,CASH,Refund,SRC019,0.82,EV00076,2024-04-06 22:19:19
TX005763,A00793,A00966,CASH,599742.89,INR,2026-06-19 12:39:43,REF66726382725,L01159,L00787,ATM,Cash deposit,SRC027,0.85,EV01867,2025-08-15 08:49:37
TX005764,A00363,A00082,CASH,714740.08,INR,2026-07-21 00:11:59,REF30753529845,L00683,L00130,RTGS,Service payment,SRC005,0.89,EV03077,2024-09-30 23:56:00
TX005765,A00750,A00609,TRANSFER,533840.31,INR,2025-06-29 08:56:01,REF11547383492,L00571,L01678,IMPS,Personal transfer,SRC030,0.93,EV04417,2024-06-25 21:15:42
TX005766,A01117,A01298,PAYMENT,518533.04,INR,2024-05-19 14:10:38,REF65465496100,L02472,L01022,ATM,Invoice payment,SRC008,0.9,EV04197,2026-06-20 12:55:58
TX005767,A00067,A00497,WITHDRAWAL,629251.71,INR,2025-02-10 21:42:48,REF94905088453,L01292,L00285,UPI,Service payment,SRC030,0.89,EV01598,2026-01-05 06:45:58
TX005768,A00408,A01239,DEPOSIT,565856.85,INR,2025-07-30 17:11:43,REF80173539582,L01244,L00562,CASH,Invoice payment,SRC008,0.91,EV04062,2025-10-12 12:11:30
TX005769,A00689,A00834,DEPOSIT,570529.51,INR,2025-10-11 11:53:00,REF40716297806,L02090,L00915,NEFT,Personal transfer,SRC017,0.89,EV02858,2025-09-20 10:33:04
TX005770,A00229,A00123,WITHDRAWAL,132944.36,INR,2026-07-01 08:53:41,REF71493194459,L01439,L00392,CASH,Vendor payment,SRC029,0.95,EV00726,2024-05-20 01:09:39
TX005771,A00597,A00625,DEPOSIT,691220.29,INR,2024-07-25 05:11:10,REF10607354931,L00926,L01079,IMPS,Service payment,SRC015,0.93,EV02814,2024-07-12 16:11:59
TX005772,A01170,A00723,TRANSFER,478328.32,INR,2024-08-19 03:07:16,REF63901705452,L02062,L00879,RTGS,Personal transfer,SRC012,0.93,EV02426,2026-08-24 16:35:00
TX005773,A01225,A01269,WITHDRAWAL,469371.53,INR,2024-08-17 16:49:32,REF76144817681,L02176,L01203,ATM,Invoice payment,SRC003,0.83,EV04453,2025-12-03 16:35:29
TX005774,A00562,A00608,CASH,390947.19,INR,2025-05-28 17:40:15,REF95074276031,L00764,L01017,RTGS,Vendor payment,SRC021,0.85,EV03323,2024-04-30 17:43:52
TX005775,A00910,A00194,TRANSFER,691375.62,INR,2025-03-24 00:13:53,REF50018771371,L00845,L01362,UPI,Service payment,SRC026,0.9,EV03221,2026-01-08 23:25:25
TX005776,A01248,A00334,CASH,103898.76,INR,2026-06-25 00:33:31,REF13395490931,L02038,L00598,ATM,Vendor payment,SRC020,0.92,EV00465,2025-12-29 13:39:42
TX005777,A00037,A00359,PAYMENT,373543.04,INR,2025-07-26 00:05:23,REF64861685346,L01510,L01299,ATM,Personal transfer,SRC028,0.83,EV04175,2024-03-26 15:43:46
TX005778,A01129,A00244,WITHDRAWAL,739978.36,INR,2026-06-24 23:14:38,REF98516292638,L00963,L01233,IMPS,Service payment,SRC015,0.95,EV01676,2025-10-26 05:03:08
TX005779,A00913,A01177,TRANSFER,642594.39,INR,2026-05-31 11:07:26,REF40290518025,L00975,L01781,IMPS,Invoice payment,SRC017,0.94,EV04215,2026-03-06 03:28:33
TX005780,A00809,A00820,WITHDRAWAL,370161.52,INR,2025-02-19 14:32:46,REF10963576866,L00987,L01640,UPI,Service payment,SRC028,0.88,EV00376,2025-04-22 05:59:52
TX005781,A01231,A00114,WITHDRAWAL,83197.48,INR,2024-12-21 20:41:05,REF48498970727,L01131,L00772,IMPS,Refund,SRC017,0.95,EV01189,2024-06-13 01:13:26
TX005782,A00369,A00924,CASH,652942.17,INR,2026-03-03 06:36:53,REF77225429027,L01741,L00248,UPI,Personal transfer,SRC029,0.83,EV04319,2024-07-22 01:02:21
TX005783,A00319,A01139,PAYMENT,612758.86,INR,2024-01-31 01:53:10,REF34983759142,L00017,L00912,IMPS,Personal transfer,SRC030,0.89,EV04443,2025-01-14 16:40:24
TX005784,A00516,A00955,CASH,740072.48,INR,2025-02-24 06:40:14,REF83299054845,L00120,L01405,RTGS,Vendor payment,SRC021,0.87,EV01853,2026-03-14 12:33:30
TX005785,A00915,A00273,CASH,617960.54,INR,2024-11-05 16:25:19,REF92725240153,L01435,L00116,IMPS,Refund,SRC013,0.87,EV00228,2026-07-16 08:01:45
TX005786,A00230,A01183,CASH,254747.43,INR,2024-02-02 07:27:03,REF27693780549,L00085,L02058,RTGS,Personal transfer,SRC004,0.83,EV02347,2024-10-31 13:05:13
TX005787,A00143,A00840,CASH,712971.05,INR,2026-05-30 09:31:51,REF40819673976,L00285,L02404,CASH,Vendor payment,SRC006,0.97,EV00161,2024-11-12 12:58:08
TX005788,A00872,A00001,DEPOSIT,369858.85,INR,2024-03-06 18:15:16,REF95598533920,L02216,L00685,CASH,Personal transfer,SRC015,0.84,EV00185,2026-05-25 03:05:54
TX005789,A00813,A00086,PAYMENT,136433.33,INR,2026-07-29 10:49:26,REF42575725016,L00033,L02179,NEFT,Invoice payment,SRC009,0.88,EV04572,2026-01-31 00:11:42
TX005790,A01060,A00653,CASH,532627.57,INR,2025-03-29 18:07:30,REF43192700318,L00506,L01375,ATM,Personal transfer,SRC027,0.93,EV04587,2025-01-23 10:43:04
TX005791,A00635,A01286,TRANSFER,52363.9,INR,2024-12-12 22:58:32,REF35716479698,L02337,L00353,IMPS,Cash deposit,SRC016,0.86,EV04097,2025-07-24 17:56:15
TX005792,A00292,A00114,PAYMENT,645111.52,INR,2026-02-27 14:23:49,REF96034923763,L01137,L00702,RTGS,Invoice payment,SRC026,0.85,EV01867,2024-04-05 16:49:36
TX005793,A01118,A00069,CASH,528113.38,INR,2024-05-19 11:21:11,REF59771132370,L00507,L01532,RTGS,Cash deposit,SRC010,0.93,EV03494,2026-08-21 21:34:16
TX005794,A00682,A00330,PAYMENT,526655.26,INR,2024-06-01 04:17:28,REF13430624269,L00106,L00866,NEFT,Cash deposit,SRC021,0.84,EV04142,2024-12-30 06:57:23
TX005795,A00141,A00349,WITHDRAWAL,518804.27,INR,2026-01-24 23:53:34,REF33521336782,L00651,L02332,UPI,Personal transfer,SRC024,0.86,EV02038,2024-06-03 12:15:37
TX005796,A01293,A00774,CASH,144983.64,INR,2024-10-15 16:35:26,REF15175658408,L01351,L00238,NEFT,Vendor payment,SRC003,0.93,EV04138,2025-03-28 21:45:45
TX005797,A00866,A00812,CASH,317322.08,INR,2024-01-28 14:38:38,REF38220330674,L01400,L01718,IMPS,Personal transfer,SRC023,0.98,EV01753,2025-07-16 11:01:30
TX005798,A00375,A00019,TRANSFER,688723.42,INR,2026-04-18 06:59:31,REF86754425132,L00697,L00591,ATM,Refund,SRC019,0.91,EV00051,2026-02-20 05:26:17
TX005799,A00506,A00203,DEPOSIT,511087.47,INR,2025-07-21 01:25:43,REF85008279870,L00630,L01453,UPI,Vendor payment,SRC026,0.97,EV00254,2024-08-02 08:44:06
TX005800,A01251,A00658,CASH,592540.72,INR,2026-06-25 14:14:50,REF95563848769,L00116,L01937,UPI,Vendor payment,SRC012,0.98,EV00318,2025-10-11 23:28:24
TX005801,A00508,A01285,PAYMENT,66712.61,INR,2026-08-20 17:39:30,REF92247101862,L02245,L00997,ATM,Cash deposit,SRC011,0.86,EV02427,2026-06-01 16:52:36
TX005802,A00414,A01183,CASH,129223.17,INR,2026-08-18 14:25:12,REF14637956727,L00374,L00192,RTGS,Cash deposit,SRC017,0.87,EV03379,2026-04-28 21:39:19
TX005803,A01076,A00093,TRANSFER,680398.22,INR,2025-10-03 12:10:49,REF72542451601,L02134,L00677,CASH,Service payment,SRC018,0.97,EV04215,2026-03-14 00:36:08
TX005804,A00415,A00180,PAYMENT,521222.44,INR,2026-02-04 00:17:23,REF19600145113,L01654,L00382,IMPS,Refund,SRC005,0.89,EV04066,2025-12-12 14:18:23
TX005805,A01012,A00111,TRANSFER,501813.09,INR,2026-07-31 12:13:19,REF79089044552,L01989,L00294,UPI,Service payment,SRC025,0.97,EV02870,2025-04-09 07:40:20
TX005806,A00938,A00529,CASH,60773.15,INR,2024-05-20 06:38:56,REF98009165603,L02314,L01012,UPI,Invoice payment,SRC028,0.95,EV03356,2024-01-21 17:18:25
TX005807,A01295,A00384,DEPOSIT,574705.2,INR,2024-05-28 09:26:12,REF80745535853,L02270,L00210,CASH,Invoice payment,SRC017,0.97,EV03127,2025-07-23 21:03:36
TX005808,A00766,A01029,CASH,347672.03,INR,2025-11-01 17:43:46,REF81424060244,L01609,L01109,UPI,Cash deposit,SRC025,0.85,EV03351,2024-11-06 17:37:17
TX005809,A00200,A00175,PAYMENT,733337.54,INR,2025-04-29 06:25:30,REF13669205595,L00613,L01364,ATM,Service payment,SRC021,0.89,EV04749,2024-03-10 02:07:16
TX005810,A00682,A00563,DEPOSIT,447974.79,INR,2026-05-23 08:14:43,REF86395010053,L01985,L01440,IMPS,Vendor payment,SRC027,0.96,EV03028,2026-02-13 11:55:45
TX005811,A00949,A00111,TRANSFER,630360.6,INR,2024-01-20 00:13:58,REF42262079413,L00948,L02384,NEFT,Invoice payment,SRC019,0.83,EV04444,2024-10-11 05:36:13
TX005812,A00704,A00688,PAYMENT,721016.69,INR,2025-08-07 20:02:01,REF89881209974,L00367,L01638,IMPS,Vendor payment,SRC004,0.89,EV03060,2025-09-01 17:30:29
TX005813,A00271,A00927,DEPOSIT,715011.42,INR,2025-08-14 23:58:46,REF76654208543,L02437,L01996,CASH,Vendor payment,SRC012,0.98,EV00938,2024-04-01 09:06:26
TX005814,A00609,A01216,DEPOSIT,565621.97,INR,2026-01-09 22:01:37,REF21189277901,L01395,L01041,UPI,Service payment,SRC029,0.96,EV01781,2025-02-23 20:09:26
TX005815,A00985,A01052,CASH,58074.79,INR,2024-03-27 23:37:49,REF10798641870,L02343,L02103,CASH,Refund,SRC010,0.97,EV00307,2026-08-11 22:15:10
TX005816,A00607,A00530,WITHDRAWAL,521676.09,INR,2025-06-25 09:34:47,REF49007698478,L00796,L00560,CASH,Vendor payment,SRC017,0.9,EV02973,2024-05-13 05:57:00
TX005817,A00092,A01174,WITHDRAWAL,11811.94,INR,2026-01-12 18:38:48,REF26406947252,L00074,L01002,NEFT,Cash deposit,SRC006,0.87,EV02899,2025-04-04 18:19:49
TX005818,A00751,A01035,WITHDRAWAL,371076.86,INR,2026-04-17 21:06:38,REF15301855989,L01383,L00412,ATM,Service payment,SRC008,0.85,EV01109,2025-07-25 04:02:28
TX005819,A00238,A00895,WITHDRAWAL,29286.99,INR,2024-04-01 12:31:12,REF97459882000,L01396,L02271,RTGS,Vendor payment,SRC026,0.89,EV00009,2024-01-11 05:51:06
TX005820,A01249,A01234,CASH,84341.96,INR,2025-01-13 02:12:32,REF79007981823,L01816,L01745,CASH,Invoice payment,SRC028,0.87,EV04407,2024-03-12 12:05:21
TX005821,A00356,A00280,CASH,203458.8,INR,2025-02-16 06:54:45,REF73321445179,L02288,L02489,CASH,Service payment,SRC011,0.9,EV04172,2024-06-27 02:55:38
TX005822,A01085,A01042,WITHDRAWAL,166596.07,INR,2025-11-10 04:19:17,REF18327434659,L00934,L01003,ATM,Service payment,SRC024,0.87,EV00989,2025-05-06 13:18:59
TX005823,A00692,A01020,PAYMENT,384154.11,INR,2026-02-15 00:26:02,REF43596887655,L02074,L01389,NEFT,Invoice payment,SRC001,0.82,EV00138,2024-09-04 14:11:09
TX005824,A00411,A00015,DEPOSIT,454572.02,INR,2024-10-20 17:50:17,REF86833312575,L02017,L02073,IMPS,Service payment,SRC012,0.88,EV04697,2025-11-12 06:53:09
TX005825,A00440,A01113,PAYMENT,29439.63,INR,2025-04-14 00:15:00,REF23204369745,L00052,L00728,CASH,Service payment,SRC014,0.96,EV01217,2024-06-19 00:44:28
TX005826,A00525,A00740,WITHDRAWAL,657873.19,INR,2025-05-06 14:21:48,REF89087672481,L00903,L01160,UPI,Cash deposit,SRC013,0.98,EV00187,2025-09-13 15:20:33
TX005827,A01152,A00261,TRANSFER,580250.58,INR,2026-07-09 17:29:55,REF80938759139,L00750,L00787,IMPS,Service payment,SRC013,0.93,EV02169,2024-02-26 21:19:32
TX005828,A01254,A01300,WITHDRAWAL,698227.65,INR,2026-04-10 21:09:40,REF68334700214,L02121,L02035,IMPS,Invoice payment,SRC022,0.88,EV00006,2026-01-06 14:17:14
TX005829,A00562,A00889,CASH,175682.87,INR,2026-01-28 10:37:18,REF64623241919,L02305,L01506,CASH,Cash deposit,SRC027,0.83,EV02168,2025-12-05 07:03:46
TX005830,A01094,A01098,PAYMENT,746668.65,INR,2024-12-14 12:15:06,REF94855585617,L01159,L00347,NEFT,Personal transfer,SRC007,0.89,EV01147,2026-08-19 07:39:55
TX005831,A01217,A00535,CASH,636065.37,INR,2026-08-06 18:36:49,REF42671507903,L00397,L02222,CASH,Service payment,SRC027,0.96,EV02427,2026-04-07 00:50:58
TX005832,A00761,A01220,CASH,241377.41,INR,2025-08-31 14:27:30,REF77720069858,L02119,L01093,NEFT,Service payment,SRC003,0.87,EV01202,2026-08-05 10:20:07
TX005833,A00885,A00680,WITHDRAWAL,37737.28,INR,2025-11-26 09:51:16,REF61975970647,L01684,L02446,NEFT,Invoice payment,SRC013,0.91,EV04605,2024-10-24 22:59:25
TX005834,A01117,A00045,WITHDRAWAL,744521.15,INR,2026-04-10 17:31:12,REF94704999908,L00222,L01300,NEFT,Invoice payment,SRC016,0.98,EV03516,2025-07-01 21:32:36
TX005835,A00715,A00943,WITHDRAWAL,210859.4,INR,2024-02-06 04:20:50,REF61604179304,L00274,L01185,NEFT,Invoice payment,SRC001,0.87,EV02973,2026-06-11 07:12:34
TX005836,A01057,A01270,WITHDRAWAL,259792.51,INR,2026-02-06 15:11:16,REF29850668674,L01168,L02475,IMPS,Personal transfer,SRC018,0.97,EV01109,2024-06-13 13:58:01
TX005837,A00681,A01183,TRANSFER,482896.01,INR,2024-08-25 05:38:20,REF77881747127,L00744,L01025,NEFT,Invoice payment,SRC011,0.93,EV00215,2025-04-06 12:15:31
TX005838,A00102,A01000,PAYMENT,432832.99,INR,2025-04-23 21:56:18,REF44373904779,L02019,L01853,UPI,Refund,SRC025,0.83,EV00838,2024-03-28 08:23:35
TX005839,A00375,A00465,WITHDRAWAL,741123.98,INR,2024-04-04 20:19:06,REF97085507480,L02324,L02447,IMPS,Vendor payment,SRC014,0.86,EV01187,2026-07-26 10:02:08
TX005840,A00081,A00282,TRANSFER,75633.85,INR,2025-04-25 00:15:55,REF12766654751,L01953,L02023,CASH,Vendor payment,SRC028,0.85,EV04364,2026-02-12 04:44:43
TX005841,A00072,A00042,DEPOSIT,289963.22,INR,2025-07-07 16:30:16,REF32256478668,L01524,L01160,NEFT,Service payment,SRC004,0.89,EV04433,2025-05-09 15:39:46
TX005842,A00165,A00119,TRANSFER,673532.49,INR,2026-02-06 03:17:36,REF11334010763,L00979,L00678,ATM,Personal transfer,SRC015,0.92,EV00661,2025-11-27 17:02:25
TX005843,A01275,A00741,CASH,304795.23,INR,2024-06-27 07:06:37,REF36701558119,L02122,L01668,CASH,Invoice payment,SRC011,0.88,EV01700,2024-04-18 09:25:20
TX005844,A01046,A00413,CASH,80917.23,INR,2024-07-26 16:14:06,REF13782948296,L02266,L02152,NEFT,Invoice payment,SRC027,0.83,EV02057,2024-12-21 09:29:21
TX005845,A00594,A00064,DEPOSIT,551661.13,INR,2025-04-19 17:50:38,REF52748703587,L01217,L02316,IMPS,Cash deposit,SRC026,0.96,EV04830,2024-03-07 04:48:19
TX005846,A00498,A01229,CASH,274977.22,INR,2025-02-22 12:22:43,REF20846818080,L01969,L00171,NEFT,Invoice payment,SRC017,0.88,EV02980,2025-12-18 20:05:55
TX005847,A01140,A00173,TRANSFER,503733.58,INR,2025-09-15 16:13:45,REF87295515511,L00060,L01491,CASH,Personal transfer,SRC001,0.83,EV01410,2025-05-22 13:43:36
TX005848,A01147,A00312,PAYMENT,14201.89,INR,2026-03-15 16:26:42,REF28074489251,L00516,L01974,IMPS,Personal transfer,SRC005,0.86,EV02117,2024-07-03 09:43:01
TX005849,A00369,A00980,CASH,637771.12,INR,2025-03-29 18:04:29,REF56507997302,L02336,L00080,NEFT,Cash deposit,SRC012,0.91,EV03450,2024-10-09 19:15:50
TX005850,A00351,A01208,WITHDRAWAL,165097.94,INR,2025-10-07 04:36:08,REF82465284636,L01599,L01139,IMPS,Service payment,SRC030,0.87,EV00533,2024-12-02 14:09:22
TX005851,A01176,A00173,WITHDRAWAL,583342.81,INR,2025-03-15 08:00:21,REF76098808309,L01678,L02483,CASH,Vendor payment,SRC007,0.97,EV00956,2026-05-29 02:30:28
TX005852,A01021,A00589,CASH,395240.32,INR,2025-06-10 22:02:16,REF48851548911,L00334,L01774,UPI,Service payment,SRC015,0.98,EV03891,2024-04-19 19:11:49
TX005853,A00133,A00024,TRANSFER,271115.16,INR,2024-06-01 20:23:22,REF23179638603,L02404,L02201,NEFT,Cash deposit,SRC021,0.91,EV03800,2025-03-31 11:26:10
TX005854,A00924,A00423,TRANSFER,242676.47,INR,2024-12-14 19:10:19,REF47259106434,L01022,L00388,UPI,Personal transfer,SRC003,0.95,EV01615,2024-04-06 06:49:09
TX005855,A00575,A01039,DEPOSIT,48266.81,INR,2024-04-21 05:42:56,REF80426314535,L00326,L00998,RTGS,Cash deposit,SRC006,0.97,EV00974,2025-07-07 18:12:21
TX005856,A00216,A00113,TRANSFER,573439.21,INR,2024-01-22 13:04:39,REF44364176565,L01659,L00495,IMPS,Cash deposit,SRC025,0.83,EV02194,2025-01-30 10:51:50
TX005857,A01103,A01227,CASH,370319.49,INR,2024-10-29 10:55:44,REF15017790494,L01636,L00303,IMPS,Vendor payment,SRC004,0.82,EV01565,2025-02-07 17:53:30
TX005858,A00317,A00847,TRANSFER,663969.02,INR,2025-02-28 11:40:17,REF70395786333,L02266,L00092,UPI,Invoice payment,SRC007,0.88,EV01476,2024-03-25 12:06:43
TX005859,A00847,A01257,DEPOSIT,612032.28,INR,2024-03-21 16:12:37,REF71923511174,L00671,L01463,ATM,Refund,SRC020,0.91,EV03827,2024-09-20 14:38:25
TX005860,A00050,A00449,DEPOSIT,528096.85,INR,2025-09-28 11:53:09,REF75228344901,L02370,L00362,NEFT,Cash deposit,SRC023,0.93,EV02625,2025-02-19 20:47:21
TX005861,A00796,A01272,PAYMENT,705660.03,INR,2025-10-08 03:00:13,REF48353798053,L00028,L00490,NEFT,Service payment,SRC027,0.92,EV01699,2025-10-20 17:53:11
TX005862,A00467,A00768,TRANSFER,485061.93,INR,2025-07-06 12:58:24,REF97345640105,L00705,L01885,NEFT,Invoice payment,SRC021,0.97,EV02650,2026-01-01 07:21:45
TX005863,A00672,A00749,TRANSFER,51282.32,INR,2024-11-30 07:13:08,REF77142807014,L00129,L01695,ATM,Invoice payment,SRC010,0.84,EV00638,2025-09-22 09:13:09
TX005864,A00070,A00956,CASH,232331.79,INR,2025-10-26 04:36:00,REF12547097758,L02211,L00748,RTGS,Vendor payment,SRC006,0.94,EV03962,2025-12-04 14:16:33
TX005865,A00476,A00412,DEPOSIT,59627.68,INR,2024-08-28 00:30:16,REF67891447532,L01411,L01586,NEFT,Personal transfer,SRC012,0.87,EV02977,2024-11-29 00:57:14
TX005866,A01236,A00234,CASH,570120.3,INR,2026-05-20 23:25:38,REF57663592532,L01175,L02171,IMPS,Service payment,SRC021,0.94,EV02858,2025-08-29 15:33:53
TX005867,A01108,A00823,WITHDRAWAL,239417.39,INR,2024-04-20 02:30:01,REF40277801236,L01262,L00454,CASH,Service payment,SRC013,0.94,EV00770,2026-05-03 01:53:50
TX005868,A00481,A00449,DEPOSIT,537998.79,INR,2025-07-29 15:14:20,REF29248212829,L01106,L01187,RTGS,Refund,SRC029,0.99,EV02417,2025-11-24 09:16:10
TX005869,A00976,A00482,TRANSFER,553862.96,INR,2025-08-09 03:40:44,REF18795694250,L02450,L00037,NEFT,Refund,SRC015,0.95,EV00661,2025-07-08 11:22:15
TX005870,A00942,A01223,DEPOSIT,180469.43,INR,2025-07-11 12:38:25,REF36709651950,L01858,L00704,RTGS,Service payment,SRC021,0.89,EV03302,2024-10-28 07:37:31
TX005871,A00655,A01284,TRANSFER,524220.09,INR,2025-07-21 10:41:54,REF99627797781,L02246,L01510,ATM,Cash deposit,SRC004,0.84,EV02934,2024-05-21 02:35:35
TX005872,A00913,A00185,CASH,15445.92,INR,2026-02-23 05:34:40,REF68338383277,L02442,L00383,UPI,Service payment,SRC001,0.97,EV01529,2024-08-03 06:29:49
TX005873,A00835,A01195,CASH,143504.48,INR,2024-06-06 19:49:58,REF56669975785,L02143,L00071,IMPS,Vendor payment,SRC015,0.86,EV00554,2024-03-27 21:26:50
TX005874,A01003,A00354,PAYMENT,251057.6,INR,2026-02-11 17:47:24,REF87806582766,L00084,L01774,RTGS,Service payment,SRC018,0.89,EV03097,2024-02-24 11:50:44
TX005875,A00297,A00155,TRANSFER,53595.36,INR,2026-02-11 10:45:40,REF44869351216,L01395,L00602,IMPS,Service payment,SRC028,0.86,EV04073,2025-02-23 18:55:13
TX005876,A00266,A00994,PAYMENT,427075.91,INR,2024-04-03 16:04:16,REF25886913302,L00520,L00917,RTGS,Invoice payment,SRC004,0.89,EV01119,2025-10-24 12:44:24
TX005877,A01175,A00450,TRANSFER,610249.06,INR,2026-01-19 07:12:57,REF85234056317,L00946,L01294,CASH,Invoice payment,SRC012,0.96,EV00284,2025-08-06 09:01:13
TX005878,A00567,A01165,DEPOSIT,424131.15,INR,2025-11-01 22:24:28,REF12396681480,L00130,L02433,ATM,Invoice payment,SRC030,0.82,EV04225,2026-06-19 10:35:03
TX005879,A01214,A00816,WITHDRAWAL,289329.67,INR,2025-01-01 06:06:04,REF99519249827,L00838,L01500,IMPS,Refund,SRC017,0.85,EV02968,2024-07-23 16:53:54
TX005880,A01261,A00908,DEPOSIT,652113.21,INR,2025-05-17 13:34:29,REF33239412660,L00318,L02457,UPI,Cash deposit,SRC022,0.88,EV02813,2026-02-23 02:16:05
TX005881,A01038,A00518,WITHDRAWAL,550839.07,INR,2026-03-06 10:45:40,REF42343956584,L00759,L00787,ATM,Personal transfer,SRC010,0.92,EV01844,2025-02-10 05:58:40
TX005882,A01224,A01205,DEPOSIT,718058.38,INR,2024-01-20 10:34:12,REF56580497895,L02022,L00358,NEFT,Refund,SRC008,0.98,EV04043,2024-12-01 19:20:45
TX005883,A00178,A00410,CASH,705658.42,INR,2024-03-07 13:22:26,REF62013010822,L01249,L01542,RTGS,Service payment,SRC024,0.96,EV00397,2024-08-19 15:57:16
TX005884,A00006,A01124,TRANSFER,604430.94,INR,2024-12-12 14:12:42,REF88352320341,L01819,L01770,ATM,Refund,SRC024,0.95,EV00666,2024-07-31 20:43:45
TX005885,A00031,A00466,PAYMENT,709863.41,INR,2025-05-15 19:16:36,REF28118331413,L02075,L01899,ATM,Vendor payment,SRC023,0.93,EV01646,2026-06-13 15:43:55
TX005886,A00628,A00780,PAYMENT,143667.07,INR,2025-06-25 01:47:27,REF90698199371,L02355,L00617,CASH,Vendor payment,SRC021,0.86,EV04415,2025-02-22 09:42:51
TX005887,A00421,A00472,TRANSFER,710113.36,INR,2025-06-26 12:36:30,REF19633657768,L02114,L02285,NEFT,Personal transfer,SRC021,0.89,EV01894,2026-03-18 05:50:29
TX005888,A01074,A00246,PAYMENT,434274.71,INR,2024-06-08 15:06:18,REF81450444678,L01975,L02445,ATM,Service payment,SRC027,0.98,EV01106,2026-08-12 17:17:15
TX005889,A01078,A01128,TRANSFER,708734.65,INR,2026-02-12 14:50:11,REF77503246055,L01554,L00494,CASH,Vendor payment,SRC025,0.96,EV00513,2024-08-22 04:48:09
TX005890,A00767,A01053,DEPOSIT,141653.6,INR,2026-02-03 14:12:29,REF44943405322,L01619,L00335,ATM,Service payment,SRC026,0.94,EV00226,2025-02-28 11:35:57
TX005891,A00049,A00890,TRANSFER,81459.66,INR,2024-12-01 11:17:18,REF28343581309,L01829,L00264,NEFT,Vendor payment,SRC006,0.9,EV03244,2026-08-24 10:05:58
TX005892,A00166,A00527,TRANSFER,366629.08,INR,2025-05-16 21:32:53,REF69973525320,L01452,L00034,RTGS,Refund,SRC005,0.93,EV03898,2025-07-13 12:36:50
TX005893,A00631,A00542,DEPOSIT,324125.52,INR,2024-12-27 10:22:09,REF74596513143,L01502,L01485,ATM,Vendor payment,SRC024,0.85,EV04599,2026-07-12 15:13:28
TX005894,A00649,A01029,DEPOSIT,38222.31,INR,2026-03-12 10:37:56,REF30403751980,L00437,L00233,IMPS,Vendor payment,SRC013,0.96,EV01707,2026-08-29 20:09:35
TX005895,A00634,A00046,TRANSFER,200719.34,INR,2025-01-15 15:00:14,REF43924224728,L01281,L00678,CASH,Refund,SRC027,0.93,EV02583,2024-12-30 14:50:01
TX005896,A00547,A01051,PAYMENT,74532.81,INR,2026-04-21 16:26:48,REF74165436618,L02350,L00175,RTGS,Service payment,SRC002,0.94,EV01876,2024-10-08 04:07:18
TX005897,A00745,A00386,TRANSFER,345275.69,INR,2025-02-24 15:12:25,REF36282113940,L00186,L02256,IMPS,Service payment,SRC022,0.9,EV00822,2026-07-21 02:08:10
TX005898,A00476,A01185,DEPOSIT,567528.06,INR,2025-08-04 16:39:24,REF52235105740,L02324,L00184,RTGS,Invoice payment,SRC012,0.93,EV03084,2024-10-25 08:21:31
TX005899,A01009,A01255,TRANSFER,695118.52,INR,2025-11-28 09:13:58,REF26763042436,L02132,L01187,ATM,Service payment,SRC022,0.97,EV01698,2025-02-20 00:15:26
TX005900,A00700,A00130,PAYMENT,403598.78,INR,2024-06-02 18:21:37,REF78013805860,L02451,L00654,ATM,Refund,SRC029,0.89,EV03819,2024-12-18 23:21:22
TX005901,A00902,A00857,TRANSFER,590020.08,INR,2026-03-09 10:52:38,REF23680222013,L01823,L00385,RTGS,Vendor payment,SRC026,0.91,EV01889,2024-08-09 20:33:10
