case_id,fir_number,case_type,case_category,registration_date,incident_date,incident_location_id,police_station,jurisdiction,case_status,investigating_unit,source_document_id,confidence_score,created_at,updated_at
C00929,FIR/2024/6407,Organized Crime,Cybercrime,2024-09-04,2024-09-04,L01418,Mumbai Central Police Station,Nagpur,Under Investigation,Local Police,DOC00524,0.91,2025-04-01 18:33:12,2025-04-06 09:33:12
C00930,FIR/2024/8024,Criminal,Vehicle Theft,2024-05-16,2024-04-29,L01339,Vadodara Central Police Station,Dewas,Closed,Cyber Cell,DOC00825,0.9,2026-01-14 12:57:54,2026-02-07 04:36:30
C00931,FIR/2025/6135,Economic,Assault,2025-11-18,2025-11-07,L00052,Kota Central Police Station,Gwalior,Open,Cyber Cell,DOC00147,0.98,2024-01-11 12:32:48,2026-08-17 03:05:43
C00932,FIR/2024/5306,Criminal,Cybercrime,2025-01-11,2024-12-15,L00541,Surat Central Police Station,Ahmedabad,Under Investigation,Crime Branch,DOC00352,0.83,2026-07-30 22:05:59,2026-08-02 18:05:59
C00933,FIR/2025/9918,Cyber,Illegal Gambling,2025-11-12,2025-10-29,L01788,Mumbai Central Police Station,Vadodara,Open,Local Police,DOC02060,0.92,2025-01-15 15:34:31,2025-12-25 20:30:09
C00934,FIR/2024/9408,Criminal,Smuggling,2024-10-17,2024-10-02,L01012,Lucknow Central Police Station,Bengaluru,Pending Trial,Cyber Cell,DOC02243,0.93,2024-04-04 14:16:45,2025-11-30 00:48:33
C00935,FIR/2024/8249,Economic,Robbery,2024-09-20,2024-09-03,L01916,Pune Central Police Station,Jabalpur,Open,Local Police,DOC01745,0.87,2025-07-01 08:14:00,2025-12-03 06:11:29
C00936,FIR/2024/2773,Cyber,Extortion,2024-08-14,2024-07-18,L01781,Gurugram Central Police Station,Nagpur,Under Investigation,Cyber Cell,DOC02196,0.92,2024-08-24 04:28:45,2024-08-24 05:28:45
C00937,FIR/2025/2509,Cyber,Cybercrime,2025-05-25,2025-05-12,L00076,Mumbai Central Police Station,Dewas,Pending Trial,Cyber Cell,DOC02634,0.96,2024-05-26 01:32:35,2024-06-16 09:32:35
C00938,FIR/2024/2856,Organized Crime,Assault,2024-07-24,2024-06-28,L01680,Gwalior Central Police Station,Vadodara,Closed,Economic Offences Unit,DOC01086,0.98,2025-06-27 10:54:51,2025-12-02 20:58:26
C00939,FIR/2025/7499,Organized Crime,Assault,2025-02-09,2025-01-10,L02338,Nagpur Central Police Station,Bengaluru,Open,Crime Branch,DOC01727,0.98,2025-10-04 21:29:10,2025-10-18 04:29:10
C00940,FIR/2025/0595,Cyber,Burglary,2025-03-18,2025-03-05,L00745,Mumbai Central Police Station,Ahmedabad,Pending Trial,Economic Offences Unit,DOC00193,0.81,2026-03-14 15:25:33,2026-04-04 08:25:33
C00941,FIR/2024/1777,Economic,Cybercrime,2024-11-11,2024-10-31,L00358,Gwalior Central Police Station,Jabalpur,Open,Economic Offences Unit,DOC02404,0.94,2025-03-08 02:09:13,2026-01-05 20:46:12
C00942,FIR/2025/6047,Organized Crime,Money Laundering,2025-12-31,2025-12-11,L02462,Bhopal Central Police Station,Bhopal,Closed,Crime Branch,DOC01927,0.94,2026-08-27 22:40:21,2026-09-04 23:59:59
C00943,FIR/2025/2098,Criminal,Robbery,2025-11-16,2025-11-12,L00235,Surat Central Police Station,Jabalpur,Closed,Cyber Cell,DOC00849,0.97,2025-04-01 20:32:48,2025-04-11 23:32:48
C00944,FIR/2025/7934,Economic,Fraud,2025-08-08,2025-07-24,L00676,Dewas Central Police Station,Nagpur,Open,Local Police,DOC01023,0.95,2024-11-26 06:14:06,2025-09-19 20:52:08
C00945,FIR/2026/1136,Economic,Smuggling,2026-04-14,2026-03-28,L02471,Bengaluru Central Police Station,Nagpur,Open,Economic Offences Unit,DOC00114,0.82,2026-03-06 12:07:39,2026-03-24 10:07:39
C00946,FIR/2026/1718,Cyber,Forgery,2026-07-17,2026-06-19,L02314,Indore Central Police Station,Surat,Pending Trial,Crime Branch,DOC02748,0.98,2025-12-22 22:06:20,2025-12-25 21:06:20
C00947,FIR/2025/5717,Economic,Cybercrime,2025-01-18,2025-01-03,L00278,Jaipur Central Police Station,Bengaluru,Closed,Cyber Cell,DOC02248,0.94,2024-04-08 18:34:44,2025-12-03 22:37:28
C00948,FIR/2025/2009,Criminal,Illegal Gambling,2025-10-04,2025-09-04,L01773,Gwalior Central Police Station,Delhi,Under Investigation,Cyber Cell,DOC00184,0.88,2026-05-28 23:50:15,2026-05-31 08:50:15
C00949,FIR/2026/1010,Organized Crime,Vehicle Theft,2026-06-28,2026-06-28,L00627,Hyderabad Central Police Station,Delhi,Closed,Economic Offences Unit,DOC00257,0.83,2024-11-12 15:58:19,2025-01-09 09:41:39
C00950,FIR/2025/3221,Criminal,Smuggling,2025-09-21,2025-09-02,L00728,Ahmedabad Central Police Station,Kota,Open,Local Police,DOC01552,0.96,2024-07-05 19:32:34,2024-08-05 13:46:58
C00951,FIR/2025/5789,Cyber,Cybercrime,2025-02-12,2025-01-26,L01079,Delhi Central Police Station,Jabalpur,Open,Crime Branch,DOC00411,0.84,2024-03-15 17:12:53,2025-03-11 18:37:02
C00952,FIR/2025/2069,Cyber,Money Laundering,2025-09-14,2025-09-13,L01360,Delhi Central Police Station,Jaipur,Closed,Local Police,DOC02277,0.9,2025-10-08 07:32:10,2025-11-05 09:32:10
C00953,FIR/2026/2552,Criminal,Burglary,2026-03-27,2026-03-25,L01554,Surat Central Police Station,Surat,Pending Trial,Economic Offences Unit,DOC01649,0.82,2025-03-03 00:38:21,2025-03-25 22:38:21
C00954,FIR/2026/5256,Cyber,Forgery,2026-04-03,2026-03-26,L02017,Surat Central Police Station,Bengaluru,Under Investigation,Local Police,DOC02089,0.83,2024-01-06 23:50:09,2024-10-21 05:33:01
C00955,FIR/2024/0806,Organized Crime,Money Laundering,2024-02-27,2024-02-08,L02488,Kanpur Central Police Station,Surat,Open,Crime Branch,DOC02526,0.84,2024-09-05 14:16:18,2025-08-18 00:14:04
C00956,FIR/2025/1973,Economic,Fraud,2025-06-12,2025-05-31,L01898,Gwalior Central Police Station,Jaipur,Open,Economic Offences Unit,DOC00559,0.84,2025-02-06 16:03:05,2025-11-25 17:57:28
C00957,FIR/2026/6679,Cyber,Smuggling,2026-06-08,2026-05-26,L01755,Jabalpur Central Police Station,Lucknow,Closed,Economic Offences Unit,DOC00219,0.92,2026-01-01 16:06:49,2026-01-23 12:06:49
C00958,FIR/2026/3117,Cyber,Fraud,2026-01-15,2026-01-08,L00590,Pune Central Police Station,Pune,Under Investigation,Economic Offences Unit,DOC00725,0.89,2025-07-05 20:24:39,2025-07-30 19:24:39
C00959,FIR/2026/6338,Criminal,Burglary,2026-01-12,2026-01-08,L01149,Vadodara Central Police Station,Gurugram,Closed,Cyber Cell,DOC02982,0.91,2024-07-06 04:48:38,2026-08-28 23:59:21
C00960,FIR/2024/1721,Organized Crime,Fraud,2024-02-08,2024-01-22,L01391,Jaipur Central Police Station,Vadodara,Closed,Economic Offences Unit,DOC01383,0.84,2026-07-22 03:36:12,2026-08-11 13:36:12
C00961,FIR/2026/2815,Economic,Extortion,2026-07-21,2026-06-24,L01054,Surat Central Police Station,Jaipur,Pending Trial,Local Police,DOC02530,0.89,2025-07-16 03:14:52,2025-08-03 13:14:52
C00962,FIR/2026/1684,Economic,Extortion,2026-06-27,2026-06-24,L00148,Mumbai Central Police Station,Bengaluru,Open,Economic Offences Unit,DOC02420,0.9,2024-02-29 15:27:47,2026-07-16 04:51:03
C00963,FIR/2024/3390,Criminal,Cybercrime,2024-09-03,2024-08-14,L01799,Bhopal Central Police Station,Bhopal,Open,Economic Offences Unit,DOC01085,0.82,2024-10-23 16:41:51,2025-02-06 03:42:44
C00964,FIR/2026/7369,Economic,Cybercrime,2026-02-20,2026-01-21,L01531,Gwalior Central Police Station,Vadodara,Under Investigation,Local Police,DOC00359,0.83,2024-09-20 21:28:48,2026-03-28 23:07:44
C00965,FIR/2025/2289,Organized Crime,Forgery,2025-03-13,2025-03-13,L02021,Ahmedabad Central Police Station,Ujjain,Open,Crime Branch,DOC00360,0.88,2026-03-03 13:33:24,2026-03-05 03:33:24
C00966,FIR/2025/1844,Organized Crime,Fraud,2025-08-21,2025-08-10,L00644,Indore Central Police Station,Vadodara,Closed,Crime Branch,DOC01747,0.94,2026-03-02 03:12:23,2026-03-16 04:12:23
C00967,FIR/2026/0125,Economic,Cybercrime,2026-07-12,2026-07-07,L00120,Jabalpur Central Police Station,Lucknow,Under Investigation,Economic Offences Unit,DOC02253,0.98,2024-01-01 05:48:18,2024-04-09 05:36:48
C00968,FIR/2024/2936,Criminal,Fraud,2024-04-01,2024-03-19,L01764,Gurugram Central Police Station,Jabalpur,Open,Economic Offences Unit,DOC01742,0.97,2025-09-20 17:01:24,2026-08-23 12:15:48
C00969,FIR/2026/8448,Organized Crime,Extortion,2026-07-28,2026-07-13,L00742,Bhopal Central Police Station,Dewas,Under Investigation,Local Police,DOC02384,0.97,2026-04-23 18:33:30,2026-05-06 07:33:30
C00970,FIR/2025/4947,Cyber,Forgery,2025-12-12,2025-11-14,L00830,Surat Central Police Station,Gurugram,Open,Economic Offences Unit,DOC01806,0.88,2025-11-28 22:38:26,2026-02-18 12:02:00
C00971,FIR/2024/2784,Economic,Assault,2024-03-05,2024-02-09,L02004,Hyderabad Central Police Station,Jabalpur,Pending Trial,Local Police,DOC00273,0.82,2025-03-23 13:32:18,2025-03-29 04:32:18
C00972,FIR/2024/9628,Criminal,Extortion,2024-09-06,2024-08-20,L01915,Hyderabad Central Police Station,Dewas,Under Investigation,Local Police,DOC01668,0.88,2026-06-21 06:15:02,2026-07-06 02:15:02
C00973,FIR/2026/3750,Economic,Illegal Gambling,2026-05-30,2026-05-02,L02408,Nagpur Central Police Station,Bengaluru,Closed,Crime Branch,DOC00743,0.84,2025-02-24 12:35:45,2025-04-15 20:20:50
C00974,FIR/2025/9921,Cyber,Forgery,2025-02-14,2025-02-04,L01889,Gwalior Central Police Station,Nagpur,Under Investigation,Cyber Cell,DOC01517,0.91,2024-07-30 03:58:12,2026-08-17 06:54:38
C00975,FIR/2024/2049,Economic,Smuggling,2024-12-01,2024-12-01,L01484,Bhopal Central Police Station,Ujjain,Under Investigation,Local Police,DOC00498,0.91,2025-01-22 20:41:50,2025-07-30 11:01:44
C00976,FIR/2025/5402,Organized Crime,Smuggling,2025-06-24,2025-05-30,L01693,Pune Central Police Station,Delhi,Open,Cyber Cell,DOC02022,0.86,2026-05-24 14:46:03,2026-07-09 13:05:29
C00977,FIR/2025/2795,Economic,Forgery,2025-06-28,2025-06-10,L00154,Pune Central Police Station,Delhi,Under Investigation,Economic Offences Unit,DOC00356,0.9,2024-05-25 00:54:26,2026-06-26 22:47:07
C00978,FIR/2024/4976,Criminal,Illegal Gambling,2024-01-22,2024-01-14,L00457,Lucknow Central Police Station,Pune,Under Investigation,Local Police,DOC02298,0.82,2025-02-27 23:46:36,2025-03-16 12:46:36
C00979,FIR/2025/6860,Organized Crime,Illegal Gambling,2025-09-03,2025-08-29,L00123,Surat Central Police Station,Bengaluru,Under Investigation,Cyber Cell,DOC01324,0.89,2024-12-09 04:19:42,2025-01-08 00:19:42
C00980,FIR/2024/4292,Criminal,Money Laundering,2024-05-17,2024-04-30,L00516,Pune Central Police Station,Ujjain,Open,Cyber Cell,DOC00373,0.83,2024-10-10 04:24:25,2025-05-23 23:02:20
C00981,FIR/2024/5813,Economic,Extortion,2024-05-18,2024-04-19,L02406,Nagpur Central Police Station,Hyderabad,Pending Trial,Economic Offences Unit,DOC01509,0.86,2025-01-01 01:07:31,2025-01-21 18:07:31
C00982,FIR/2024/8072,Economic,Forgery,2024-02-06,2024-01-28,L02404,Jaipur Central Police Station,Indore,Closed,Local Police,DOC00273,0.97,2024-12-03 13:24:39,2025-01-11 00:43:27
C00983,FIR/2025/5588,Economic,Burglary,2025-03-13,2025-02-22,L01979,Nagpur Central Police Station,Gurugram,Closed,Local Police,DOC02963,0.96,2025-09-21 17:52:27,2025-09-25 00:52:27
C00984,FIR/2026/5299,Economic,Money Laundering,2026-08-17,2026-07-24,L01207,Dewas Central Police Station,Pune,Closed,Economic Offences Unit,DOC02362,0.94,2025-12-14 08:39:16,2026-02-23 18:28:56
C00985,FIR/2024/1700,Cyber,Extortion,2024-07-06,2024-06-12,L01015,Pune Central Police Station,Hyderabad,Pending Trial,Cyber Cell,DOC02347,0.82,2025-02-08 05:19:20,2025-02-12 09:19:20
C00986,FIR/2024/6871,Criminal,Forgery,2024-12-26,2024-12-24,L01558,Mumbai Central Police Station,Kanpur,Pending Trial,Cyber Cell,DOC00835,0.82,2025-10-14 04:30:15,2025-11-02 01:30:15
C00987,FIR/2026/0254,Criminal,Forgery,2026-08-31,2026-08-15,L01611,Ujjain Central Police Station,Bengaluru,Under Investigation,Local Police,DOC01272,0.81,2025-11-22 11:30:28,2025-12-07 21:41:44
C00988,FIR/2026/1038,Cyber,Fraud,2026-06-15,2026-05-27,L00494,Mumbai Central Police Station,Bhopal,Under Investigation,Crime Branch,DOC01573,0.96,2025-03-09 02:52:50,2025-08-29 23:31:58
C00989,FIR/2026/6588,Organized Crime,Burglary,2026-06-27,2026-06-04,L00013,Indore Central Police Station,Pune,Under Investigation,Local Police,DOC01998,0.96,2026-04-17 10:58:04,2026-05-10 09:58:04
C00990,FIR/2025/5113,Cyber,Extortion,2025-03-28,2025-03-06,L00049,Mumbai Central Police Station,Indore,Under Investigation,Local Police,DOC01786,0.89,2024-03-23 02:51:40,2024-03-25 02:07:54
C00991,FIR/2026/2596,Criminal,Extortion,2026-08-16,2026-08-02,L01810,Surat Central Police Station,Indore,Under Investigation,Economic Offences Unit,DOC00742,0.9,2024-12-12 07:04:36,2025-01-06 07:04:36
C00992,FIR/2024/3971,Criminal,Burglary,2024-07-26,2024-07-14,L02414,Vadodara Central Police Station,Indore,Pending Trial,Economic Offences Unit,DOC00892,0.88,2025-07-24 12:31:59,2026-07-21 18:40:40
C00993,FIR/2024/7571,Criminal,Forgery,2024-06-03,2024-05-26,L02297,Surat Central Police Station,Gwalior,Pending Trial,Crime Branch,DOC00927,0.81,2026-03-18 12:22:49,2026-04-15 03:22:49
C00994,FIR/2026/7516,Economic,Cybercrime,2026-01-21,2026-01-02,L00772,Bhopal Central Police Station,Dewas,Pending Trial,Economic Offences Unit,DOC00801,0.86,2025-04-18 02:58:04,2025-05-16 08:58:04
C00995,FIR/2026/9211,Criminal,Forgery,2026-07-02,2026-06-21,L02231,Jaipur Central Police Station,Ujjain,Open,Local Police,DOC02823,0.94,2026-07-22 09:02:25,2026-08-03 08:02:25
C00996,FIR/2024/9727,Cyber,Smuggling,2024-09-09,2024-09-07,L02147,Kanpur Central Police Station,Vadodara,Closed,Economic Offences Unit,DOC02061,0.83,2025-02-06 05:00:31,2026-04-29 20:05:55
C00997,FIR/2025/6944,Economic,Vehicle Theft,2025-08-14,2025-07-25,L01170,Vadodara Central Police Station,Nagpur,Closed,Economic Offences Unit,DOC01942,0.86,2025-05-17 22:39:53,2025-06-02 01:39:53
C00998,FIR/2024/7629,Cyber,Burglary,2024-02-25,2024-02-11,L00287,Nagpur Central Police Station,Ujjain,Closed,Crime Branch,DOC02977,0.94,2025-03-25 14:46:09,2026-01-18 19:35:21
C00999,FIR/2026/1076,Criminal,Assault,2026-02-16,2026-01-29,L02477,Bengaluru Central Police Station,Jabalpur,Open,Local Police,DOC00724,0.9,2024-04-17 07:39:46,2024-04-17 20:39:46
C01000,FIR/2025/6856,Criminal,Money Laundering,2025-08-05,2025-07-10,L00046,Kanpur Central Police Station,Bengaluru,Open,Crime Branch,DOC00755,0.89,2026-01-25 06:15:00,2026-07-23 17:25:23
C01001,FIR/2026/3243,Criminal,Smuggling,2026-04-16,2026-04-07,L01314,Gwalior Central Police Station,Delhi,Under Investigation,Local Police,DOC00092,0.91,2025-02-18 13:18:39,2025-09-22 20:50:07
C01002,FIR/2026/2747,Economic,Illegal Gambling,2026-08-26,2026-08-06,L00492,Mumbai Central Police Station,Vadodara,Under Investigation,Local Police,DOC02596,0.84,2024-02-13 22:52:34,2024-07-27 14:46:41
C01003,FIR/2024/5855,Organized Crime,Money Laundering,2024-10-01,2024-09-19,L01444,Gurugram Central Police Station,Gurugram,Closed,Cyber Cell,DOC00728,0.96,2024-09-06 13:13:36,2026-03-06 18:17:03
C01004,FIR/2025/1681,Economic,Assault,2025-11-09,2025-10-20,L00821,Ujjain Central Police Station,Vadodara,Open,Crime Branch,DOC00857,0.92,2024-10-09 02:31:30,2026-02-15 05:02:11
C01005,FIR/2025/3427,Cyber,Assault,2025-04-05,2025-03-09,L02307,Jabalpur Central Police Station,Gwalior,Under Investigation,Local Police,DOC00982,0.93,2024-05-16 21:28:57,2024-07-25 16:49:01
C01006,FIR/2024/8811,Economic,Extortion,2025-01-13,2024-12-29,L00646,Lucknow Central Police Station,Vadodara,Pending Trial,Cyber Cell,DOC02733,0.87,2025-09-26 21:59:23,2025-10-06 21:59:23
C01007,FIR/2024/0952,Criminal,Cybercrime,2024-09-03,2024-08-05,L01955,Ahmedabad Central Police Station,Vadodara,Closed,Crime Branch,DOC00564,0.88,2024-07-08 14:19:13,2026-02-22 01:06:28
C01008,FIR/2024/5589,Cyber,Burglary,2024-04-18,2024-03-22,L01790,Delhi Central Police Station,Ahmedabad,Pending Trial,Economic Offences Unit,DOC01949,0.96,2025-01-20 02:30:01,2025-02-06 01:30:01
C01009,FIR/2024/6371,Economic,Fraud,2024-05-04,2024-04-13,L00476,Surat Central Police Station,Nagpur,Under Investigation,Local Police,DOC00627,0.8,2024-01-17 05:21:59,2025-02-09 21:27:12
C01010,FIR/2024/8970,Criminal,Extortion,2024-05-18,2024-04-29,L02155,Indore Central Police Station,Gwalior,Under Investigation,Local Police,DOC00927,0.8,2026-06-15 00:51:10,2026-07-05 21:51:10
C01011,FIR/2024/5127,Criminal,Robbery,2024-05-14,2024-05-05,L01669,Gurugram Central Police Station,Kanpur,Closed,Cyber Cell,DOC02734,0.89,2026-07-18 05:41:14,2026-07-27 07:41:14
C01012,FIR/2025/4468,Economic,Forgery,2025-09-03,2025-08-23,L00682,Ujjain Central Police Station,Gwalior,Open,Local Police,DOC00301,0.81,2024-12-02 05:59:09,2024-12-23 13:59:09
C01013,FIR/2026/1766,Economic,Smuggling,2026-02-05,2026-01-08,L02364,Jaipur Central Police Station,Gwalior,Pending Trial,Cyber Cell,DOC01106,0.8,2024-11-18 19:26:27,2025-03-04 20:11:40
C01014,FIR/2024/1646,Organized Crime,Illegal Gambling,2024-07-30,2024-07-05,L01609,Gwalior Central Police Station,Kanpur,Under Investigation,Crime Branch,DOC01084,0.92,2025-10-25 13:06:35,2025-10-26 16:06:35
C01015,FIR/2024/9771,Criminal,Money Laundering,2025-01-05,2024-12-17,L02490,Lucknow Central Police Station,Mumbai,Closed,Economic Offences Unit,DOC01518,0.85,2024-02-07 02:16:55,2026-03-29 08:50:06
C01016,FIR/2024/6440,Economic,Robbery,2024-02-25,2024-02-19,L00352,Dewas Central Police Station,Nagpur,Pending Trial,Local Police,DOC01168,0.9,2024-01-29 22:07:37,2026-06-22 18:14:41
C01017,FIR/2025/4329,Cyber,Cybercrime,2025-03-11,2025-02-23,L02493,Ujjain Central Police Station,Delhi,Pending Trial,Cyber Cell,DOC02513,0.94,2025-08-23 15:40:16,2025-09-09 14:40:16
C01018,FIR/2025/6334,Economic,Robbery,2025-01-21,2025-01-05,L02045,Delhi Central Police Station,Vadodara,Under Investigation,Cyber Cell,DOC02267,0.95,2024-09-30 23:58:36,2025-12-10 15:11:29
C01019,FIR/2024/9924,Organized Crime,Cybercrime,2024-04-29,2024-04-16,L00320,Gwalior Central Police Station,Ujjain,Closed,Economic Offences Unit,DOC01797,0.95,2026-01-24 14:03:02,2026-02-16 21:03:02
C01020,FIR/2025/1100,Cyber,Extortion,2025-12-05,2025-11-23,L00522,Jaipur Central Police Station,Jabalpur,Closed,Economic Offences Unit,DOC00880,0.91,2026-05-22 03:55:20,2026-06-16 01:55:20
C01021,FIR/2024/4683,Cyber,Illegal Gambling,2024-01-27,2024-01-11,L01814,Delhi Central Police Station,Lucknow,Open,Local Police,DOC01898,0.87,2026-07-05 18:03:47,2026-07-31 15:03:47
C01022,FIR/2025/2312,Criminal,Extortion,2025-10-17,2025-10-07,L00871,Delhi Central Police Station,Ujjain,Closed,Economic Offences Unit,DOC02917,0.81,2026-05-31 10:07:32,2026-06-25 18:07:32
C01023,FIR/2024/3428,Criminal,Forgery,2024-05-30,2024-05-24,L00801,Bengaluru Central Police Station,Jabalpur,Open,Cyber Cell,DOC01337,0.9,2024-02-28 16:29:19,2024-03-19 10:29:19
C01024,FIR/2024/8256,Organized Crime,Extortion,2024-06-09,2024-05-16,L00535,Vadodara Central Police Station,Jaipur,Pending Trial,Cyber Cell,DOC00284,0.95,2025-08-27 00:54:48,2025-11-14 00:26:53
C01025,FIR/2024/6301,Criminal,Forgery,2024-09-02,2024-08-03,L00415,Hyderabad Central Police Station,Gurugram,Open,Economic Offences Unit,DOC01870,0.82,2026-05-01 06:49:25,2026-05-04 22:49:25
C01026,FIR/2025/9952,Cyber,Vehicle Theft,2025-08-13,2025-07-14,L00742,Nagpur Central Police Station,Gurugram,Open,Crime Branch,DOC00057,0.93,2026-08-22 02:02:43,2026-09-01 01:02:43
C01027,FIR/2025/5006,Organized Crime,Money Laundering,2025-01-07,2025-01-03,L00336,Nagpur Central Police Station,Indore,Pending Trial,Crime Branch,DOC00221,0.94,2025-09-05 00:58:25,2025-09-10 20:58:25
C01028,FIR/2024/0538,Criminal,Fraud,2024-05-06,2024-04-07,L02245,Bhopal Central Police Station,Indore,Open,Economic Offences Unit,DOC01010,0.82,2026-08-20 11:45:27,2026-08-27 06:45:27
C01029,FIR/2024/9133,Economic,Money Laundering,2024-12-18,2024-12-16,L01223,Bhopal Central Police Station,Mumbai,Under Investigation,Cyber Cell,DOC02358,0.83,2026-01-19 12:43:14,2026-02-06 02:43:14
C01030,FIR/2026/7125,Economic,Burglary,2026-07-28,2026-07-17,L00407,Gurugram Central Police Station,Vadodara,Pending Trial,Local Police,DOC00103,0.93,2026-07-02 11:18:14,2026-07-13 09:18:14
C01031,FIR/2024/3021,Economic,Smuggling,2024-12-10,2024-12-09,L01110,Mumbai Central Police Station,Jabalpur,Closed,Local Police,DOC01591,0.85,2025-02-21 03:26:24,2025-03-05 15:26:24
C01032,FIR/2024/2662,Organized Crime,Smuggling,2024-09-09,2024-08-10,L00537,Pune Central Police Station,Hyderabad,Under Investigation,Crime Branch,DOC00710,0.96,2025-10-12 14:54:42,2025-10-16 11:54:42
C01033,FIR/2024/9751,Organized Crime,Smuggling,2024-10-09,2024-09-11,L02289,Mumbai Central Police Station,Delhi,Pending Trial,Crime Branch,DOC02622,0.86,2024-11-27 22:09:24,2024-12-21 16:09:24
C01034,FIR/2024/2113,Cyber,Burglary,2024-02-28,2024-02-06,L01882,Jaipur Central Police Station,Indore,Closed,Crime Branch,DOC02379,0.87,2026-03-30 22:45:32,2026-04-26 12:45:32
C01035,FIR/2024/6173,Criminal,Extortion,2024-01-28,2024-01-24,L01802,Bengaluru Central Police Station,Mumbai,Under Investigation,Economic Offences Unit,DOC01381,0.92,2026-06-13 01:26:13,2026-06-23 23:26:13
C01036,FIR/2025/2684,Criminal,Vehicle Theft,2025-07-31,2025-07-30,L01994,Pune Central Police Station,Vadodara,Under Investigation,Crime Branch,DOC02927,0.86,2024-01-01 16:17:48,2026-04-12 03:52:48
C01037,FIR/2025/6394,Organized Crime,Illegal Gambling,2025-05-29,2025-05-03,L00325,Jaipur Central Police Station,Kanpur,Under Investigation,Economic Offences Unit,DOC02774,0.91,2024-07-03 21:31:50,2024-10-11 23:58:13
C01038,FIR/2026/0042,Economic,Smuggling,2026-03-29,2026-03-14,L01308,Gwalior Central Police Station,Ahmedabad,Closed,Local Police,DOC00400,0.84,2025-08-10 15:29:26,2026-01-27 17:03:02
C01039,FIR/2025/9048,Organized Crime,Cybercrime,2025-09-27,2025-09-01,L01650,Dewas Central Police Station,Lucknow,Pending Trial,Local Police,DOC01308,0.95,2026-06-15 19:38:03,2026-06-21 04:38:03
C01040,FIR/2024/4590,Economic,Money Laundering,2024-09-02,2024-08-13,L00520,Dewas Central Police Station,Pune,Under Investigation,Crime Branch,DOC01483,0.88,2026-06-07 06:35:14,2026-06-07 09:35:14
C01041,FIR/2025/2216,Economic,Illegal Gambling,2025-06-11,2025-06-04,L00764,Ahmedabad Central Police Station,Ujjain,Pending Trial,Local Police,DOC02253,0.85,2026-04-10 21:27:05,2026-04-28 19:27:05
C01042,FIR/2025/6543,Criminal,Assault,2025-03-29,2025-03-03,L02129,Surat Central Police Station,Ahmedabad,Closed,Economic Offences Unit,DOC02420,0.88,2025-12-07 15:12:16,2026-05-05 08:04:30
C01043,FIR/2025/5575,Economic,Fraud,2025-03-20,2025-02-21,L01516,Delhi Central Police Station,Surat,Under Investigation,Local Police,DOC01818,0.92,2024-11-10 07:30:00,2024-12-03 08:30:00
C01044,FIR/2025/9110,Criminal,Assault,2025-09-24,2025-09-22,L01347,Lucknow Central Police Station,Ujjain,Open,Economic Offences Unit,DOC02282,0.97,2024-12-25 19:42:43,2026-05-12 01:27:43
C01045,FIR/2025/1975,Cyber,Money Laundering,2025-03-28,2025-03-06,L00518,Vadodara Central Police Station,Gwalior,Open,Economic Offences Unit,DOC02944,0.8,2024-08-02 06:31:04,2025-02-02 10:06:49
C01046,FIR/2024/8461,Economic,Cybercrime,2024-03-13,2024-02-27,L01225,Pune Central Police Station,Kanpur,Under Investigation,Local Police,DOC02840,0.86,2025-11-23 11:01:21,2025-12-08 22:01:21
C01047,FIR/2026/6357,Economic,Forgery,2026-03-11,2026-03-03,L00496,Jaipur Central Police Station,Kanpur,Open,Economic Offences Unit,DOC02804,0.94,2025-08-01 08:33:18,2025-08-09 20:33:18
C01048,FIR/2026/8613,Economic,Robbery,2026-04-23,2026-04-05,L01528,Dewas Central Police Station,Vadodara,Open,Crime Branch,DOC01361,0.96,2025-09-25 06:59:56,2026-08-21 01:30:41
C01049,FIR/2026/7694,Organized Crime,Vehicle Theft,2026-05-02,2026-05-01,L00551,Gwalior Central Police Station,Delhi,Pending Trial,Cyber Cell,DOC02385,0.93,2026-08-30 10:20:20,2026-09-04 23:59:59
C01050,FIR/2024/5474,Criminal,Money Laundering,2024-09-04,2024-08-06,L00363,Kanpur Central Police Station,Bengaluru,Closed,Cyber Cell,DOC00921,0.98,2025-01-15 22:51:04,2025-02-10 15:51:04
C01051,FIR/2026/9323,Organized Crime,Burglary,2026-03-07,2026-02-24,L01043,Gurugram Central Police Station,Surat,Pending Trial,Economic Offences Unit,DOC01901,0.8,2025-09-29 00:01:47,2025-09-30 13:01:47
C01052,FIR/2025/2282,Economic,Robbery,2025-04-15,2025-04-14,L01073,Ujjain Central Police Station,Dewas,Under Investigation,Cyber Cell,DOC01006,0.93,2026-05-20 06:16:16,2026-08-24 22:38:48
C01053,FIR/2025/7115,Organized Crime,Illegal Gambling,2025-02-07,2025-02-06,L01018,Ahmedabad Central Police Station,Lucknow,Closed,Crime Branch,DOC01576,0.89,2026-01-09 12:08:58,2026-01-22 07:08:58
C01054,FIR/2026/4425,Criminal,Cybercrime,2026-03-09,2026-02-08,L00196,Ujjain Central Police Station,Indore,Pending Trial,Local Police,DOC00920,0.84,2026-01-02 15:28:49,2026-01-22 21:28:49
C01055,FIR/2026/0631,Criminal,Assault,2026-04-22,2026-03-31,L02327,Pune Central Police Station,Mumbai,Under Investigation,Crime Branch,DOC02923,0.96,2026-05-01 10:13:29,2026-05-25 05:13:29
