resolution_id,record_1_type,record_1_id,record_2_type,record_2_id,similarity_score,matching_features,resolution_result,resolution_method,confidence_score,verified,created_at
RES014120,ALIAS,AL003321,PERSON,P00041,0.8930,name_similarity;source_disagreement,UNCERTAIN,RULE_BASED,0.6104102230409846,False,2025-05-01 01:57:16
RES014121,DOCUMENT_MENTION,DOC02122,PERSON,P00058,0.7417,name_similarity;missing_context,UNCERTAIN,RULE_BASED,0.8757747662122104,False,2025-08-17 05:06:10
RES014122,OBSERVATION_MENTION,OBS002123,PERSON,P00075,0.7250,embedding_similarity;missing_identifier,UNCERTAIN,HYBRID,0.5960721262134054,False,2026-06-09 03:18:18
RES014123,STRUCTURED_RECORD,TX000124,PERSON,P00092,0.8806,shared_context;uncertain_identifier,UNCERTAIN,HYBRID,0.668311927126803,False,2025-12-18 17:55:38
RES014124,NAME_VARIANT,AL003365,PERSON,P00109,0.8882,name_similarity;source_disagreement,UNCERTAIN,RULE_BASED,0.7185258196927238,False,2026-03-21 14:30:25
RES014125,ALIAS,AL003376,PERSON,P00126,0.8985,shared_context;uncertain_identifier,UNCERTAIN,HYBRID,0.6969987449075934,False,2025-08-08 12:18:32
RES014126,DOCUMENT_MENTION,DOC02127,PERSON,P00143,0.6875,embedding_similarity;missing_identifier,UNCERTAIN,PROBABILISTIC_MATCH,0.855510529283714,False,2025-07-04 05:07:05
RES014127,OBSERVATION_MENTION,OBS002128,PERSON,P00160,0.7782,partial_name;weak_location_match,UNCERTAIN,EMBEDDING_SIMILARITY,0.6549183714715349,False,2025-09-19 19:21:04
RES014128,STRUCTURED_RECORD,TX000129,PERSON,P00177,0.8745,phonetic_similarity;conflicting_source,UNCERTAIN,RULE_BASED,0.8639847236741449,False,2025-09-30 02:30:38
RES014129,NAME_VARIANT,AL003420,PERSON,P00194,0.8061,name_similarity;missing_context,UNCERTAIN,HYBRID,0.6641360160841892,False,2025-09-15 18:18:40
RES014130,ALIAS,AL003431,PERSON,P00211,0.7364,name_similarity;source_disagreement,UNCERTAIN,RULE_BASED,0.6140641625131132,False,2025-08-24 21:15:49
RES014131,DOCUMENT_MENTION,DOC02132,PERSON,P00228,0.7400,embedding_similarity;missing_identifier,UNCERTAIN,RULE_BASED,0.6075962141145699,False,2025-03-20 23:17:38
RES014132,OBSERVATION_MENTION,OBS002133,PERSON,P00245,0.7675,shared_context;uncertain_identifier,UNCERTAIN,HYBRID,0.7980073018653588,False,2026-01-14 16:20:17
RES014133,STRUCTURED_RECORD,TX000134,PERSON,P00262,0.7215,embedding_similarity;missing_identifier,UNCERTAIN,HYBRID,0.57755777993813,False,2026-05-25 06:42:50
RES014134,NAME_VARIANT,AL003475,PERSON,P00279,0.8191,embedding_similarity;missing_identifier,UNCERTAIN,EMBEDDING_SIMILARITY,0.7151245446152409,False,2025-11-18 16:54:17
RES014135,ALIAS,AL003486,PERSON,P00296,0.7534,phonetic_similarity;conflicting_source,UNCERTAIN,HYBRID,0.8084742468043766,False,2025-05-03 22:47:57
RES014136,DOCUMENT_MENTION,DOC02137,PERSON,P00313,0.7145,phonetic_similarity;conflicting_source,UNCERTAIN,RULE_BASED,0.7925219109965298,False,2025-10-27 22:05:53
RES014137,OBSERVATION_MENTION,OBS002138,PERSON,P00330,0.8320,partial_name;weak_location_match,UNCERTAIN,RULE_BASED,0.8657529340235937,False,2025-01-22 03:35:37
RES014138,STRUCTURED_RECORD,TX000139,PERSON,P00347,0.7748,shared_context;uncertain_identifier,UNCERTAIN,PROBABILISTIC_MATCH,0.75020746819017,False,2025-08-13 17:37:58
RES014139,NAME_VARIANT,AL003530,PERSON,P00364,0.8473,name_similarity;missing_context,UNCERTAIN,PROBABILISTIC_MATCH,0.7642011126279934,False,2026-04-15 11:57:26
RES014140,ALIAS,AL003541,PERSON,P00381,0.7821,name_similarity;source_disagreement,UNCERTAIN,RULE_BASED,0.7398152677344223,False,2025-11-21 04:05:26
RES014141,DOCUMENT_MENTION,DOC02142,PERSON,P00398,0.8375,name_similarity;missing_context,UNCERTAIN,PROBABILISTIC_MATCH,0.7850917200183267,False,2025-02-15 22:06:02
RES014142,OBSERVATION_MENTION,OBS002143,PERSON,P00415,0.7621,partial_name;weak_location_match,UNCERTAIN,EMBEDDING_SIMILARITY,0.7342263517069435,False,2026-06-28 17:23:23
RES014143,STRUCTURED_RECORD,TX000144,PERSON,P00432,0.8068,embedding_similarity;missing_identifier,UNCERTAIN,HYBRID,0.6023239658814784,False,2026-04-13 17:00:49
RES014144,NAME_VARIANT,AL003585,PERSON,P00449,0.6928,partial_name;weak_location_match,UNCERTAIN,PROBABILISTIC_MATCH,0.5645685222008974,False,2025-12-07 02:45:04
RES014145,ALIAS,AL003596,PERSON,P00466,0.8909,name_similarity;source_disagreement,UNCERTAIN,RULE_BASED,0.6393031555668293,False,2025-06-14 14:32:09
RES014146,DOCUMENT_MENTION,DOC02147,PERSON,P00483,0.9104,partial_name;weak_location_match,UNCERTAIN,PROBABILISTIC_MATCH,0.6113232096441069,False,2025-05-20 22:25:07
RES014147,OBSERVATION_MENTION,OBS002148,PERSON,P00500,0.6977,phonetic_similarity;conflicting_source,UNCERTAIN,HYBRID,0.7658401321281829,False,2025-01-22 17:42:07
RES014148,STRUCTURED_RECORD,TX000149,PERSON,P00517,0.8581,embedding_similarity;missing_identifier,UNCERTAIN,PROBABILISTIC_MATCH,0.874171309583654,False,2025-01-31 21:08:49
RES014149,NAME_VARIANT,AL003640,PERSON,P00534,0.7954,embedding_similarity;missing_identifier,UNCERTAIN,FUZZY_MATCH,0.7487053066980395,False,2025-02-08 00:30:21
RES014150,ALIAS,AL003651,PERSON,P00551,0.7863,shared_context;uncertain_identifier,UNCERTAIN,EMBEDDING_SIMILARITY,0.5652550212079389,False,2025-02-09 07:26:06
RES014151,DOCUMENT_MENTION,DOC02152,PERSON,P00568,0.7113,shared_context;uncertain_identifier,UNCERTAIN,EMBEDDING_SIMILARITY,0.6528909340895765,False,2025-12-04 00:39:23
RES014152,OBSERVATION_MENTION,OBS002153,PERSON,P00585,0.7629,name_similarity;missing_context,UNCERTAIN,RULE_BASED,0.6755627585747248,False,2026-04-02 01:31:45
RES014153,STRUCTURED_RECORD,TX000154,PERSON,P00602,0.6940,name_similarity;missing_context,UNCERTAIN,FUZZY_MATCH,0.7643062342486433,False,2026-04-30 23:52:41
RES014154,NAME_VARIANT,AL003695,PERSON,P00619,0.8957,embedding_similarity;missing_identifier,UNCERTAIN,FUZZY_MATCH,0.6929771379817822,False,2026-03-17 21:23:06
RES014155,ALIAS,AL003706,PERSON,P00636,0.7106,phonetic_similarity;conflicting_source,UNCERTAIN,PROBABILISTIC_MATCH,0.7037866045794855,False,2025-04-12 13:42:19
RES014156,DOCUMENT_MENTION,DOC02157,PERSON,P00653,0.6802,name_similarity;missing_context,UNCERTAIN,EMBEDDING_SIMILARITY,0.6103855429476686,False,2025-08-28 20:11:50
RES014157,OBSERVATION_MENTION,OBS002158,PERSON,P00670,0.8746,partial_name;weak_location_match,UNCERTAIN,HYBRID,0.5946627637961701,False,2026-08-28 11:07:35
RES014158,STRUCTURED_RECORD,TX000159,PERSON,P00687,0.8421,phonetic_similarity;conflicting_source,UNCERTAIN,PROBABILISTIC_MATCH,0.6879144879726233,False,2025-05-03 00:51:58
RES014159,NAME_VARIANT,AL003750,PERSON,P00704,0.8495,partial_name;weak_location_match,UNCERTAIN,RULE_BASED,0.7972399982735668,False,2025-10-12 17:03:27
RES014160,ALIAS,AL003761,PERSON,P00721,0.7145,name_similarity;missing_context,UNCERTAIN,PROBABILISTIC_MATCH,0.7589616656397473,False,2025-10-15 10:03:00
RES014161,DOCUMENT_MENTION,DOC02162,PERSON,P00738,0.7784,partial_name;weak_location_match,UNCERTAIN,RULE_BASED,0.8336113303844364,False,2026-03-18 18:06:54
RES014162,OBSERVATION_MENTION,OBS002163,PERSON,P00755,0.8987,phonetic_similarity;conflicting_source,UNCERTAIN,EMBEDDING_SIMILARITY,0.6416619854203015,False,2025-06-30 09:18:26
RES014163,STRUCTURED_RECORD,TX000164,PERSON,P00772,0.8774,embedding_similarity;missing_identifier,UNCERTAIN,EMBEDDING_SIMILARITY,0.6282603679477023,False,2025-05-18 13:02:55
RES014164,NAME_VARIANT,AL003805,PERSON,P00789,0.8329,embedding_similarity;missing_identifier,UNCERTAIN,RULE_BASED,0.784226424018249,False,2026-06-27 04:15:21
RES014165,ALIAS,AL003816,PERSON,P00806,0.8771,embedding_similarity;missing_identifier,UNCERTAIN,EMBEDDING_SIMILARITY,0.6922203234198406,False,2025-05-12 03:09:38
RES014166,DOCUMENT_MENTION,DOC02167,PERSON,P00823,0.7910,shared_context;uncertain_identifier,UNCERTAIN,HYBRID,0.7586773087911058,False,2025-11-12 20:17:56
RES014167,OBSERVATION_MENTION,OBS002168,PERSON,P00840,0.8021,shared_context;uncertain_identifier,UNCERTAIN,HYBRID,0.6244241532198748,False,2026-02-02 15:07:09
RES014168,STRUCTURED_RECORD,TX000169,PERSON,P00857,0.7038,name_similarity;source_disagreement,UNCERTAIN,HYBRID,0.7339661667947613,False,2026-02-23 20:55:27
RES014169,NAME_VARIANT,AL003860,PERSON,P00874,0.7554,name_similarity;source_disagreement,UNCERTAIN,HYBRID,0.7119476345930515,False,2026-05-20 03:45:08
RES014170,ALIAS,AL003871,PERSON,P00891,0.8390,name_similarity;source_disagreement,UNCERTAIN,FUZZY_MATCH,0.8479402503125129,False,2026-02-08 00:55:05
RES014171,DOCUMENT_MENTION,DOC02172,PERSON,P00908,0.7929,shared_context;uncertain_identifier,UNCERTAIN,HYBRID,0.8615843952314304,False,2025-12-15 00:21:07
RES014172,OBSERVATION_MENTION,OBS002173,PERSON,P00925,0.8887,phonetic_similarity;conflicting_source,UNCERTAIN,RULE_BASED,0.725152182724007,False,2025-12-11 02:33:33
RES014173,STRUCTURED_RECORD,TX000174,PERSON,P00942,0.7037,partial_name;weak_location_match,UNCERTAIN,PROBABILISTIC_MATCH,0.6244302440034603,False,2025-11-28 16:22:53
RES014174,NAME_VARIANT,AL003915,PERSON,P00959,0.8881,phonetic_similarity;conflicting_source,UNCERTAIN,FUZZY_MATCH,0.6372828977114154,False,2026-01-28 04:01:44
RES014175,ALIAS,AL003926,PERSON,P00976,0.8324,name_similarity;missing_context,UNCERTAIN,PROBABILISTIC_MATCH,0.7964733067557105,False,2025-09-08 12:57:01
RES014176,DOCUMENT_MENTION,DOC02177,PERSON,P00993,0.7703,partial_name;weak_location_match,UNCERTAIN,EMBEDDING_SIMILARITY,0.6055910671666902,False,2025-03-09 12:31:13
RES014177,OBSERVATION_MENTION,OBS002178,PERSON,P01010,0.8907,phonetic_similarity;conflicting_source,UNCERTAIN,FUZZY_MATCH,0.5917950729162733,False,2025-12-04 00:47:01
RES014178,STRUCTURED_RECORD,TX000179,PERSON,P01027,0.7617,embedding_similarity;missing_identifier,UNCERTAIN,EMBEDDING_SIMILARITY,0.8778350331630684,False,2025-06-10 22:46:51
RES014179,NAME_VARIANT,AL003970,PERSON,P01044,0.8438,shared_context;uncertain_identifier,UNCERTAIN,HYBRID,0.6749502055246119,False,2025-01-10 08:13:43
RES014180,ALIAS,AL003981,PERSON,P01061,0.7764,embedding_similarity;missing_identifier,UNCERTAIN,HYBRID,0.7576436265110953,False,2025-08-12 02:10:42
RES014181,DOCUMENT_MENTION,DOC02182,PERSON,P01078,0.8949,partial_name;weak_location_match,UNCERTAIN,HYBRID,0.6073082171035067,False,2025-05-11 13:54:54
RES014182,OBSERVATION_MENTION,OBS002183,PERSON,P01095,0.8617,name_similarity;source_disagreement,UNCERTAIN,HYBRID,0.741451475757495,False,2026-02-21 13:46:35
RES014183,STRUCTURED_RECORD,TX000184,PERSON,P01112,0.7768,phonetic_similarity;conflicting_source,UNCERTAIN,RULE_BASED,0.8000515920213735,False,2025-03-18 13:34:22
RES014184,NAME_VARIANT,AL000025,PERSON,P01129,0.7355,name_similarity;source_disagreement,UNCERTAIN,RULE_BASED,0.7995775925623191,False,2026-02-17 08:54:34
RES014185,ALIAS,AL000036,PERSON,P01146,0.7444,phonetic_similarity;conflicting_source,UNCERTAIN,FUZZY_MATCH,0.8593440612758454,False,2025-09-17 12:47:04
RES014186,DOCUMENT_MENTION,DOC02187,PERSON,P01163,0.8475,partial_name;weak_location_match,UNCERTAIN,FUZZY_MATCH,0.7277895725955281,False,2025-08-06 05:09:56
RES014187,OBSERVATION_MENTION,OBS002188,PERSON,P01180,0.7186,partial_name;weak_location_match,UNCERTAIN,EMBEDDING_SIMILARITY,0.8332124412090771,False,2026-07-30 06:43:48
RES014188,STRUCTURED_RECORD,TX000189,PERSON,P01197,0.7823,phonetic_similarity;conflicting_source,UNCERTAIN,EMBEDDING_SIMILARITY,0.848643897325869,False,2026-07-24 20:38:21
RES014189,NAME_VARIANT,AL000080,PERSON,P01214,0.6844,name_similarity;source_disagreement,UNCERTAIN,EMBEDDING_SIMILARITY,0.7127604969849656,False,2026-05-02 15:13:44
RES014190,ALIAS,AL000091,PERSON,P01231,0.9093,name_similarity;missing_context,UNCERTAIN,FUZZY_MATCH,0.5875590366286345,False,2026-05-23 22:42:23
RES014191,DOCUMENT_MENTION,DOC02192,PERSON,P01248,0.7664,embedding_similarity;missing_identifier,UNCERTAIN,HYBRID,0.8595680388124378,False,2025-01-26 21:18:58
RES014192,OBSERVATION_MENTION,OBS002193,PERSON,P01265,0.7408,name_similarity;missing_context,UNCERTAIN,RULE_BASED,0.8354486993389278,False,2025-07-04 00:12:34
RES014193,STRUCTURED_RECORD,TX000194,PERSON,P01282,0.8003,embedding_similarity;missing_identifier,UNCERTAIN,EMBEDDING_SIMILARITY,0.6150173999883641,False,2025-04-10 07:31:04
RES014194,NAME_VARIANT,AL000135,PERSON,P01299,0.8497,name_similarity;missing_context,UNCERTAIN,FUZZY_MATCH,0.7107919616090327,False,2025-03-26 22:03:24
RES014195,ALIAS,AL000146,PERSON,P01316,0.7920,name_similarity;source_disagreement,UNCERTAIN,RULE_BASED,0.8131320661661078,False,2025-10-22 05:32:20
RES014196,DOCUMENT_MENTION,DOC02197,PERSON,P01333,0.7213,partial_name;weak_location_match,UNCERTAIN,EMBEDDING_SIMILARITY,0.726012834336635,False,2026-02-09 09:33:43
RES014197,OBSERVATION_MENTION,OBS002198,PERSON,P01350,0.7604,partial_name;weak_location_match,UNCERTAIN,RULE_BASED,0.7678263096700993,False,2025-02-19 01:48:18
RES014198,STRUCTURED_RECORD,TX000199,PERSON,P01367,0.6826,partial_name;weak_location_match,UNCERTAIN,RULE_BASED,0.7340983113661423,False,2026-08-12 15:09:04
RES014199,NAME_VARIANT,AL000190,PERSON,P01384,0.8055,partial_name;weak_location_match,UNCERTAIN,RULE_BASED,0.7522846684611885,False,2026-03-26 03:47:27
RES014200,ALIAS,AL000201,PERSON,P01401,0.7635,name_similarity;missing_context,UNCERTAIN,PROBABILISTIC_MATCH,0.7493450034297557,False,2026-03-24 14:38:46
RES014201,DOCUMENT_MENTION,DOC02202,PERSON,P01418,0.7347,name_similarity;missing_context,UNCERTAIN,EMBEDDING_SIMILARITY,0.7044663937443636,False,2025-11-02 10:00:10
RES014202,OBSERVATION_MENTION,OBS002203,PERSON,P01435,0.7943,shared_context;uncertain_identifier,UNCERTAIN,EMBEDDING_SIMILARITY,0.5596120539302215,False,2025-02-16 03:30:58
RES014203,STRUCTURED_RECORD,TX000204,PERSON,P01452,0.8826,embedding_similarity;missing_identifier,UNCERTAIN,FUZZY_MATCH,0.6732689156886011,False,2025-07-05 02:22:39
RES014204,NAME_VARIANT,AL000245,PERSON,P01469,0.8033,embedding_similarity;missing_identifier,UNCERTAIN,RULE_BASED,0.6007807268245198,False,2026-06-20 07:56:17
RES014205,ALIAS,AL000256,PERSON,P01486,0.9078,name_similarity;source_disagreement,UNCERTAIN,EMBEDDING_SIMILARITY,0.7719442918090921,False,2026-09-02 18:19:28
RES014206,DOCUMENT_MENTION,DOC02207,PERSON,P01503,0.7664,embedding_similarity;missing_identifier,UNCERTAIN,FUZZY_MATCH,0.8710820805627919,False,2026-08-23 18:32:58
RES014207,OBSERVATION_MENTION,OBS002208,PERSON,P01520,0.8414,name_similarity;missing_context,UNCERTAIN,FUZZY_MATCH,0.8627371330559943,False,2025-05-18 07:59:33
RES014208,STRUCTURED_RECORD,TX000209,PERSON,P01537,0.8151,embedding_similarity;missing_identifier,UNCERTAIN,PROBABILISTIC_MATCH,0.5572143921812381,False,2025-04-16 00:56:07
RES014209,NAME_VARIANT,AL000300,PERSON,P01554,0.7783,phonetic_similarity;conflicting_source,UNCERTAIN,RULE_BASED,0.6153210779917294,False,2025-09-21 02:37:39
RES014210,ALIAS,AL000311,PERSON,P01571,0.7383,name_similarity;source_disagreement,UNCERTAIN,RULE_BASED,0.6178539424161071,False,2025-09-27 13:11:09
RES014211,DOCUMENT_MENTION,DOC02212,PERSON,P01588,0.6996,phonetic_similarity;conflicting_source,UNCERTAIN,PROBABILISTIC_MATCH,0.8085109032321933,False,2025-01-10 16:52:20
RES014212,OBSERVATION_MENTION,OBS002213,PERSON,P01605,0.7201,name_similarity;source_disagreement,UNCERTAIN,EMBEDDING_SIMILARITY,0.6462355822386875,False,2026-01-29 01:52:28
RES014213,STRUCTURED_RECORD,TX000214,PERSON,P01622,0.6856,embedding_similarity;missing_identifier,UNCERTAIN,RULE_BASED,0.8624678065034257,False,2026-03-19 12:50:59
RES014214,NAME_VARIANT,AL000355,PERSON,P01639,0.6891,name_similarity;source_disagreement,UNCERTAIN,HYBRID,0.6667632600385505,False,2025-06-15 18:02:25
RES014215,ALIAS,AL000366,PERSON,P01656,0.7165,name_similarity;missing_context,UNCERTAIN,PROBABILISTIC_MATCH,0.8432670164064373,False,2026-02-02 13:35:47
RES014216,DOCUMENT_MENTION,DOC02217,PERSON,P01673,0.7887,partial_name;weak_location_match,UNCERTAIN,FUZZY_MATCH,0.8689711662999338,False,2026-08-05 06:12:58
RES014217,OBSERVATION_MENTION,OBS002218,PERSON,P01690,0.8268,partial_name;weak_location_match,UNCERTAIN,HYBRID,0.8443936663839254,False,2026-02-08 19:48:54
RES014218,STRUCTURED_RECORD,TX000219,PERSON,P01707,0.8346,name_similarity;missing_context,UNCERTAIN,RULE_BASED,0.7853854507622033,False,2025-09-30 21:54:11
RES014219,NAME_VARIANT,AL000410,PERSON,P01724,0.8126,shared_context;uncertain_identifier,UNCERTAIN,RULE_BASED,0.8675515565007201,False,2026-06-23 11:46:27
RES014220,ALIAS,AL000421,PERSON,P01741,0.7768,name_similarity;source_disagreement,UNCERTAIN,PROBABILISTIC_MATCH,0.6281947317398655,False,2026-05-24 01:48:05
RES014221,DOCUMENT_MENTION,DOC02222,PERSON,P01758,0.8254,shared_context;uncertain_identifier,UNCERTAIN,PROBABILISTIC_MATCH,0.6999719092602202,False,2025-10-01 02:47:01
RES014222,OBSERVATION_MENTION,OBS002223,PERSON,P01775,0.7084,name_similarity;missing_context,UNCERTAIN,PROBABILISTIC_MATCH,0.8151962290525787,False,2026-05-26 21:31:05
RES014223,STRUCTURED_RECORD,TX000224,PERSON,P01792,0.8542,shared_context;uncertain_identifier,UNCERTAIN,FUZZY_MATCH,0.7140803427097318,False,2025-05-15 17:48:06
RES014224,NAME_VARIANT,AL000465,PERSON,P01809,0.9008,name_similarity;source_disagreement,UNCERTAIN,EMBEDDING_SIMILARITY,0.747378539634889,False,2026-04-19 20:46:52
RES014225,ALIAS,AL000476,PERSON,P01826,0.8953,partial_name;weak_location_match,UNCERTAIN,PROBABILISTIC_MATCH,0.7406831793799631,False,2025-09-25 16:42:58
RES014226,DOCUMENT_MENTION,DOC02227,PERSON,P01843,0.9016,name_similarity;missing_context,UNCERTAIN,RULE_BASED,0.7767268544702537,False,2025-04-01 05:35:56
RES014227,OBSERVATION_MENTION,OBS002228,PERSON,P01860,0.6856,name_similarity;source_disagreement,UNCERTAIN,FUZZY_MATCH,0.8483384288103999,False,2025-07-26 08:32:38
RES014228,STRUCTURED_RECORD,TX000229,PERSON,P01877,0.8150,phonetic_similarity;conflicting_source,UNCERTAIN,FUZZY_MATCH,0.5560261547688328,False,2025-06-02 09:36:11
RES014229,NAME_VARIANT,AL000520,PERSON,P01894,0.8495,embedding_similarity;missing_identifier,UNCERTAIN,RULE_BASED,0.5669821242236981,False,2025-09-16 14:14:41
RES014230,ALIAS,AL000531,PERSON,P01911,0.8084,name_similarity;missing_context,UNCERTAIN,HYBRID,0.7444939986909254,False,2025-12-24 17:35:29
RES014231,DOCUMENT_MENTION,DOC02232,PERSON,P01928,0.7695,embedding_similarity;missing_identifier,UNCERTAIN,FUZZY_MATCH,0.8548001114727033,False,2025-03-27 13:08:59
RES014232,OBSERVATION_MENTION,OBS002233,PERSON,P01945,0.7020,shared_context;uncertain_identifier,UNCERTAIN,EMBEDDING_SIMILARITY,0.6476704013641679,False,2026-04-03 10:32:35
RES014233,STRUCTURED_RECORD,TX000234,PERSON,P01962,0.7953,name_similarity;missing_context,UNCERTAIN,PROBABILISTIC_MATCH,0.6995099313301855,False,2025-12-23 00:35:33
RES014234,NAME_VARIANT,AL000575,PERSON,P01979,0.8135,shared_context;uncertain_identifier,UNCERTAIN,HYBRID,0.5868909494824113,False,2026-06-13 15:28:04
RES014235,ALIAS,AL000586,PERSON,P01996,0.8749,name_similarity;source_disagreement,UNCERTAIN,FUZZY_MATCH,0.868600179338914,False,2026-08-09 20:44:20
RES014236,DOCUMENT_MENTION,DOC02237,PERSON,P02013,0.7135,shared_context;uncertain_identifier,UNCERTAIN,EMBEDDING_SIMILARITY,0.5607372486353159,False,2026-06-26 17:46:30
RES014237,OBSERVATION_MENTION,OBS002238,PERSON,P02030,0.7966,name_similarity;source_disagreement,UNCERTAIN,RULE_BASED,0.5517216085007393,False,2025-10-01 04:40:12
RES014238,STRUCTURED_RECORD,TX000239,PERSON,P02047,0.7272,embedding_similarity;missing_identifier,UNCERTAIN,RULE_BASED,0.6292545139063466,False,2026-02-04 21:22:27
RES014239,NAME_VARIANT,AL000630,PERSON,P02064,0.7326,phonetic_similarity;conflicting_source,UNCERTAIN,HYBRID,0.7276242519879258,False,2026-01-08 21:33:22
RES014240,ALIAS,AL000641,PERSON,P02081,0.8644,phonetic_similarity;conflicting_source,UNCERTAIN,FUZZY_MATCH,0.8662689962392802,False,2025-12-29 19:21:17
RES014241,DOCUMENT_MENTION,DOC02242,PERSON,P02098,0.7593,shared_context;uncertain_identifier,UNCERTAIN,EMBEDDING_SIMILARITY,0.6435839001424273,False,2026-07-21 10:32:38
RES014242,OBSERVATION_MENTION,OBS002243,PERSON,P02115,0.8104,shared_context;uncertain_identifier,UNCERTAIN,PROBABILISTIC_MATCH,0.8736682997878048,False,2026-01-24 05:22:14
RES014243,STRUCTURED_RECORD,TX000244,PERSON,P02132,0.8678,embedding_similarity;missing_identifier,UNCERTAIN,HYBRID,0.6365785289305164,False,2026-06-07 03:41:25
RES014244,NAME_VARIANT,AL000685,PERSON,P02149,0.6906,phonetic_similarity;conflicting_source,UNCERTAIN,EMBEDDING_SIMILARITY,0.5904977676959469,False,2026-04-22 16:13:11
RES014245,ALIAS,AL000696,PERSON,P02166,0.7320,partial_name;weak_location_match,UNCERTAIN,PROBABILISTIC_MATCH,0.6367674535433181,False,2026-08-27 03:15:52
RES014246,DOCUMENT_MENTION,DOC02247,PERSON,P02183,0.8808,name_similarity;source_disagreement,UNCERTAIN,HYBRID,0.8754644810983934,False,2025-11-06 18:37:27
RES014247,OBSERVATION_MENTION,OBS002248,PERSON,P02200,0.8137,shared_context;uncertain_identifier,UNCERTAIN,RULE_BASED,0.7264329284141289,False,2025-12-23 08:46:16
RES014248,STRUCTURED_RECORD,TX000249,PERSON,P02217,0.6911,shared_context;uncertain_identifier,UNCERTAIN,PROBABILISTIC_MATCH,0.5530358619734322,False,2026-05-31 19:12:42
RES014249,NAME_VARIANT,AL000740,PERSON,P02234,0.8250,shared_context;uncertain_identifier,UNCERTAIN,FUZZY_MATCH,0.8755375625097264,False,2025-08-23 13:13:32
RES014250,ALIAS,AL000751,PERSON,P02251,0.8087,name_similarity;missing_context,UNCERTAIN,PROBABILISTIC_MATCH,0.759502088457761,False,2026-06-01 05:58:41
RES014251,DOCUMENT_MENTION,DOC02252,PERSON,P02268,0.7770,partial_name;weak_location_match,UNCERTAIN,HYBRID,0.8038962163727327,False,2026-06-23 12:45:19
RES014252,OBSERVATION_MENTION,OBS002253,PERSON,P02285,0.8353,partial_name;weak_location_match,UNCERTAIN,HYBRID,0.5718531371254599,False,2025-10-12 07:41:02
RES014253,STRUCTURED_RECORD,TX000254,PERSON,P02302,0.6824,name_similarity;source_disagreement,UNCERTAIN,PROBABILISTIC_MATCH,0.6257374626921767,False,2026-02-17 10:42:26
RES014254,NAME_VARIANT,AL000795,PERSON,P02319,0.8524,phonetic_similarity;conflicting_source,UNCERTAIN,EMBEDDING_SIMILARITY,0.6213685702047316,False,2025-11-27 08:18:35
RES014255,ALIAS,AL000806,PERSON,P02336,0.7993,name_similarity;source_disagreement,UNCERTAIN,RULE_BASED,0.797231358992967,False,2026-06-06 17:34:06
RES014256,DOCUMENT_MENTION,DOC02257,PERSON,P02353,0.8599,embedding_similarity;missing_identifier,UNCERTAIN,EMBEDDING_SIMILARITY,0.6165812630767723,False,2026-08-18 21:54:52
RES014257,OBSERVATION_MENTION,OBS002258,PERSON,P02370,0.8491,phonetic_similarity;conflicting_source,UNCERTAIN,PROBABILISTIC_MATCH,0.8181161756544796,False,2025-09-27 10:32:22
RES014258,STRUCTURED_RECORD,TX000259,PERSON,P02387,0.8527,partial_name;weak_location_match,UNCERTAIN,PROBABILISTIC_MATCH,0.6413459119894782,False,2025-09-24 13:30:13
RES014259,NAME_VARIANT,AL000850,PERSON,P02404,0.8367,shared_context;uncertain_identifier,UNCERTAIN,HYBRID,0.7439146001467304,False,2026-04-07 19:01:34
RES014260,ALIAS,AL000861,PERSON,P02421,0.8593,name_similarity;source_disagreement,UNCERTAIN,RULE_BASED,0.5586925603883008,False,2025-09-13 09:26:35
RES014261,DOCUMENT_MENTION,DOC02262,PERSON,P02438,0.8407,shared_context;uncertain_identifier,UNCERTAIN,FUZZY_MATCH,0.6442596609180737,False,2026-03-22 13:41:06
RES014262,OBSERVATION_MENTION,OBS002263,PERSON,P02455,0.8907,name_similarity;missing_context,UNCERTAIN,PROBABILISTIC_MATCH,0.8072845396546595,False,2025-12-15 02:34:39
RES014263,STRUCTURED_RECORD,TX000264,PERSON,P02472,0.7477,phonetic_similarity;conflicting_source,UNCERTAIN,EMBEDDING_SIMILARITY,0.6231432908834946,False,2025-10-29 11:40:59
RES014264,NAME_VARIANT,AL000905,PERSON,P02489,0.8739,partial_name;weak_location_match,UNCERTAIN,RULE_BASED,0.8461954833320533,False,2026-03-29 03:49:21
RES014265,ALIAS,AL000916,PERSON,P02506,0.6977,name_similarity;source_disagreement,UNCERTAIN,HYBRID,0.5891581742477164,False,2025-09-21 10:25:52
RES014266,DOCUMENT_MENTION,DOC02267,PERSON,P02523,0.8007,partial_name;weak_location_match,UNCERTAIN,RULE_BASED,0.6808021507556724,False,2026-08-25 15:01:16
RES014267,OBSERVATION_MENTION,OBS002268,PERSON,P02540,0.7693,shared_context;uncertain_identifier,UNCERTAIN,EMBEDDING_SIMILARITY,0.6623214830816994,False,2025-03-21 07:33:56
RES014268,STRUCTURED_RECORD,TX000269,PERSON,P02557,0.7262,shared_context;uncertain_identifier,UNCERTAIN,HYBRID,0.837830666357622,False,2025-05-19 02:09:50
RES014269,NAME_VARIANT,AL000960,PERSON,P02574,0.8838,name_similarity;missing_context,UNCERTAIN,RULE_BASED,0.7845020681269794,False,2026-03-10 11:48:31
